,age,educational-num,capital-gain,capital-loss,hours-per-week,workclass,marital-status,occupation,relationship,race,gender,native-country
28807,46,10,7688,0,38,State-gov,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
41112,24,12,0,0,20,Private,Never-married,Machine-op-inspct,Own-child,White,Male,United-States
41599,31,10,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
44813,52,7,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
41584,90,4,0,0,15,Unknown,Separated,Unknown,Not-in-family,White,Female,United-States
39450,43,3,0,0,40,Private,Separated,Machine-op-inspct,Not-in-family,White,Female,Mexico
39678,42,10,0,0,57,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
34008,27,11,0,0,38,Local-gov,Never-married,Tech-support,Own-child,White,Female,United-States
44717,42,10,0,0,20,Private,Divorced,Prof-specialty,Unmarried,White,Female,United-States
13256,21,9,0,0,20,Private,Never-married,Other-service,Other-relative,White,Female,United-States
41690,19,9,0,0,20,Private,Never-married,Other-service,Own-child,White,Male,United-States
11530,32,9,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
41173,63,10,0,0,30,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
25486,48,9,0,0,50,Federal-gov,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States
9652,39,12,0,0,55,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
25334,50,9,0,0,55,Private,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,United-States
17679,51,6,2105,0,45,Private,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
28245,58,13,0,0,45,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
19893,52,13,7688,0,40,Federal-gov,Married-civ-spouse,Tech-support,Husband,Black,Male,United-States
9202,73,9,25124,0,20,Federal-gov,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
28816,48,9,0,0,40,Private,Divorced,Transport-moving,Not-in-family,White,Male,United-States
30685,34,7,0,0,45,Private,Never-married,Machine-op-inspct,Own-child,Black,Male,United-States
31715,29,12,3418,0,40,Private,Divorced,Sales,Unmarried,White,Female,United-States
26500,54,13,15024,0,60,Private,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,South
23289,49,13,0,0,48,Private,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States
16531,41,15,0,0,40,Private,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
4412,35,11,0,0,50,Private,Divorced,Craft-repair,Not-in-family,White,Male,United-States
31726,24,13,0,0,39,Private,Never-married,Adm-clerical,Own-child,White,Male,United-States
6359,55,11,0,0,40,Federal-gov,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
30483,49,11,0,0,45,Private,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
16042,17,6,0,0,25,Private,Never-married,Other-service,Own-child,White,Male,United-States
4588,63,6,0,0,20,Private,Widowed,Machine-op-inspct,Not-in-family,White,Female,United-States
31550,62,9,0,0,38,Private,Widowed,Adm-clerical,Not-in-family,White,Female,United-States
42491,39,9,0,0,12,Private,Never-married,Farming-fishing,Own-child,White,Male,United-States
41289,46,11,0,0,40,Private,Divorced,Machine-op-inspct,Unmarried,White,Male,United-States
26497,24,9,0,0,32,Private,Never-married,Other-service,Unmarried,White,Female,United-States
41794,29,9,2174,0,50,Private,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
15712,18,10,0,0,16,Unknown,Never-married,Unknown,Own-child,White,Male,United-States
2841,31,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,United-States
16790,39,9,0,0,40,Private,Divorced,Other-service,Unmarried,White,Female,United-States
16373,28,10,0,0,25,Private,Divorced,Machine-op-inspct,Unmarried,Black,Female,United-States
18317,19,10,0,0,40,Unknown,Never-married,Unknown,Other-relative,Amer-Indian-Eskimo,Female,United-States
7685,21,11,0,0,40,Private,Never-married,Craft-repair,Not-in-family,Other,Male,United-States
36240,45,5,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,India
36548,17,7,0,0,8,Private,Never-married,Sales,Own-child,White,Female,United-States
14586,51,14,0,0,40,Local-gov,Widowed,Prof-specialty,Not-in-family,Black,Female,United-States
41405,25,10,0,0,40,State-gov,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States
47286,34,9,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
38226,34,14,0,0,40,Private,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
47953,27,9,0,0,40,Private,Never-married,Farming-fishing,Other-relative,White,Male,Mexico
14533,42,7,0,0,40,Private,Never-married,Machine-op-inspct,Not-in-family,Other,Female,Puerto-Rico
15857,49,9,0,0,40,Private,Separated,Machine-op-inspct,Not-in-family,White,Female,United-States
27949,28,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
31457,74,2,0,0,40,Unknown,Married-civ-spouse,Unknown,Husband,Black,Male,United-States
29404,43,14,0,0,40,Local-gov,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
11838,47,12,0,0,40,Local-gov,Separated,Adm-clerical,Unmarried,Black,Female,United-States
31511,54,9,0,0,50,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
34629,34,6,0,0,36,Private,Separated,Other-service,Unmarried,White,Female,United-States
35434,34,8,0,0,53,Unknown,Separated,Unknown,Unmarried,Black,Female,United-States
36291,41,13,0,0,40,Private,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
1935,37,9,0,0,40,Private,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
21711,46,11,0,0,42,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
1320,40,9,0,0,45,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
42600,46,15,0,0,40,Private,Divorced,Prof-specialty,Unmarried,White,Female,United-States
35163,43,15,99999,0,60,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
48570,24,11,0,0,40,Private,Never-married,Transport-moving,Not-in-family,White,Male,United-States
22588,27,7,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
21320,44,10,0,0,40,Federal-gov,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
14700,24,8,0,0,50,Private,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
41144,61,8,0,0,40,Private,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,United-States
20370,23,10,0,0,40,Private,Never-married,Adm-clerical,Own-child,White,Male,United-States
21250,19,10,0,0,10,Private,Never-married,Prof-specialty,Own-child,White,Male,United-States
16441,68,2,0,0,20,Unknown,Divorced,Unknown,Not-in-family,White,Female,United-States
25444,41,14,0,0,40,Local-gov,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
28045,46,14,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Japan
640,59,9,0,0,40,Unknown,Widowed,Unknown,Unmarried,Black,Female,United-States
19309,22,10,0,0,40,Private,Never-married,Other-service,Not-in-family,White,Male,United-States
15837,42,9,0,0,45,Private,Married-civ-spouse,Other-service,Husband,White,Male,United-States
11233,45,9,0,0,60,Private,Divorced,Other-service,Own-child,White,Female,United-States
34918,48,13,5178,0,40,State-gov,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
36269,38,13,0,0,55,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
32286,54,9,0,0,40,Private,Widowed,Other-service,Unmarried,White,Female,United-States
25779,70,9,2329,0,20,Self-emp-not-inc,Widowed,Other-service,Other-relative,White,Female,United-States
36346,33,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
14061,30,9,0,0,45,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
32322,23,10,0,0,25,Private,Never-married,Adm-clerical,Own-child,Black,Female,United-States
1921,31,13,0,0,40,Private,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
42895,36,10,0,0,60,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,Yugoslavia
47169,43,10,0,0,72,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
6014,47,10,0,0,45,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
22653,57,9,0,0,40,Private,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
5985,23,9,0,0,40,Private,Never-married,Other-service,Own-child,White,Male,United-States
47984,30,9,3103,0,70,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
29785,51,3,0,0,8,Unknown,Married-civ-spouse,Unknown,Husband,Black,Male,United-States
32712,31,10,0,0,40,Private,Never-married,Exec-managerial,Not-in-family,Black,Female,United-States
46167,32,11,0,0,40,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
40624,55,9,0,0,40,Private,Married-civ-spouse,Other-service,Husband,White,Male,United-States
2323,50,10,0,0,50,Unknown,Married-civ-spouse,Unknown,Husband,Asian-Pac-Islander,Male,Unknown
23985,56,9,0,0,25,Private,Widowed,Sales,Unmarried,White,Female,Mexico
7235,42,10,0,0,40,State-gov,Separated,Prof-specialty,Unmarried,Black,Female,United-States
20232,24,13,0,1741,45,Federal-gov,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
26514,33,10,0,0,26,Private,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,South
4250,33,13,0,0,15,State-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,Mexico
48419,50,7,0,2444,40,Self-emp-inc,Never-married,Exec-managerial,Other-relative,White,Male,United-States
30268,20,10,0,0,2,Private,Never-married,Prof-specialty,Own-child,White,Female,United-States
18507,30,9,0,0,40,Private,Separated,Adm-clerical,Unmarried,White,Female,United-States
7391,45,9,15024,0,49,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
32487,30,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
7176,61,15,0,0,50,Self-emp-not-inc,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
45079,30,14,0,0,50,Self-emp-not-inc,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,India
11958,41,13,0,0,45,Local-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
22950,31,13,0,1902,35,Private,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
22391,54,9,0,0,41,Private,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
25626,49,14,0,0,45,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
17973,19,9,0,0,50,Private,Never-married,Sales,Own-child,White,Male,United-States
24441,29,13,4386,0,80,Private,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,Unknown
13992,44,13,7688,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
19355,20,10,0,0,40,Private,Never-married,Sales,Own-child,White,Male,United-States
16026,23,10,0,0,40,Private,Never-married,Adm-clerical,Own-child,White,Male,United-States
48579,44,10,0,0,40,Private,Divorced,Adm-clerical,Unmarried,White,Female,United-States
12950,31,12,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
699,54,14,0,0,45,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
31374,25,13,0,0,40,Private,Never-married,Prof-specialty,Other-relative,White,Male,United-States
47396,29,9,0,0,55,Private,Never-married,Transport-moving,Unmarried,White,Male,United-States
32126,46,9,0,0,37,Private,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
22038,57,14,0,0,40,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
10625,48,9,0,0,55,Federal-gov,Married-civ-spouse,Transport-moving,Husband,Black,Male,Jamaica
17634,39,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
17139,34,13,0,0,40,Private,Never-married,Prof-specialty,Own-child,White,Female,United-States
47999,34,10,0,0,75,Self-emp-inc,Never-married,Sales,Not-in-family,White,Male,United-States
36630,44,4,0,0,40,Local-gov,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States
18591,56,4,0,0,20,Private,Widowed,Transport-moving,Not-in-family,White,Male,United-States
13323,40,13,0,0,50,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
22924,43,13,0,0,40,Private,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
35039,26,9,0,0,50,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
6829,33,9,0,0,40,Private,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
19758,46,9,4386,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States
28744,34,10,0,0,48,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
48714,41,13,0,0,50,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
24957,27,13,0,0,40,Private,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
25169,64,4,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
14030,19,10,0,0,25,Private,Never-married,Handlers-cleaners,Other-relative,White,Male,United-States
20551,52,9,0,0,40,Federal-gov,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
43261,54,10,0,0,40,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
3347,59,9,0,0,40,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
25618,27,10,0,0,40,State-gov,Never-married,Protective-serv,Not-in-family,White,Male,United-States
23753,21,9,0,0,60,Unknown,Never-married,Unknown,Other-relative,White,Male,United-States
19522,41,10,0,0,40,Private,Separated,Other-service,Not-in-family,Black,Male,United-States
15737,41,10,0,0,40,Private,Married-civ-spouse,Other-service,Wife,White,Female,United-States
1716,55,13,15024,0,60,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
24368,30,11,0,0,40,Private,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
40070,48,9,0,1848,40,Local-gov,Married-civ-spouse,Tech-support,Wife,White,Female,United-States
28087,35,9,0,0,72,Private,Never-married,Transport-moving,Unmarried,Black,Male,United-States
33028,52,13,0,0,30,Private,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,United-States
34229,27,10,0,0,35,Private,Never-married,Sales,Own-child,White,Male,United-States
22615,36,13,14084,0,40,Private,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
23214,29,10,0,0,45,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
21716,52,5,0,0,30,Private,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,China
23125,37,14,0,0,40,Federal-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,Unknown
41290,23,13,2907,0,40,Unknown,Never-married,Unknown,Own-child,White,Male,United-States
29140,38,9,0,0,42,Private,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
5846,45,9,0,0,40,Private,Divorced,Adm-clerical,Unmarried,White,Female,United-States
15070,22,13,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
22309,21,10,0,0,40,Private,Never-married,Other-service,Not-in-family,White,Female,United-States
34426,27,13,0,0,45,Private,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
36130,60,16,0,0,65,Private,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
40387,38,7,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
1837,41,12,0,0,50,Unknown,Widowed,Unknown,Not-in-family,White,Female,United-States
19792,52,5,0,0,40,Private,Divorced,Craft-repair,Unmarried,White,Female,Cuba
24359,28,10,0,0,40,Private,Divorced,Adm-clerical,Unmarried,White,Male,United-States
4814,33,13,0,0,51,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
33323,32,13,0,0,42,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
32374,59,13,0,0,45,Local-gov,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
41525,27,13,0,0,45,Private,Never-married,Craft-repair,Not-in-family,White,Male,United-States
13282,46,13,0,0,40,Private,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,Philippines
2683,38,9,0,0,40,Private,Divorced,Other-service,Other-relative,White,Male,United-States
46806,49,10,0,0,65,Self-emp-inc,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
17768,25,9,0,0,25,Private,Never-married,Other-service,Own-child,White,Female,United-States
12954,47,10,0,0,40,Private,Divorced,Machine-op-inspct,Unmarried,White,Female,United-States
11577,41,13,0,0,52,Local-gov,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
31067,30,3,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico
542,37,13,0,0,40,Private,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
12458,46,13,0,0,60,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
21307,59,13,0,0,40,Local-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
7809,24,13,0,0,45,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
37054,22,10,0,0,6,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
13124,24,14,0,0,20,State-gov,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
41208,39,9,0,0,40,Private,Divorced,Other-service,Unmarried,White,Female,United-States
954,35,10,0,0,56,Private,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
26743,25,9,0,0,40,Private,Never-married,Machine-op-inspct,Not-in-family,Black,Female,United-States
40838,53,6,0,0,48,Private,Divorced,Adm-clerical,Unmarried,White,Female,United-States
3741,40,9,0,0,40,Self-emp-not-inc,Married-civ-spouse,Other-service,Husband,White,Male,United-States
44802,39,11,0,0,40,Private,Divorced,Sales,Unmarried,White,Female,United-States
24612,21,9,0,0,30,Private,Never-married,Craft-repair,Own-child,White,Male,United-States
14242,60,10,0,1408,50,Private,Divorced,Tech-support,Not-in-family,White,Male,United-States
22804,30,10,0,0,37,Private,Divorced,Adm-clerical,Unmarried,Black,Female,United-States
40121,26,9,0,0,50,Self-emp-not-inc,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,United-States
16708,23,9,0,0,72,Private,Never-married,Handlers-cleaners,Not-in-family,White,Male,Dominican-Republic
37735,47,9,0,0,40,Private,Divorced,Sales,Not-in-family,White,Female,United-States
28,54,9,0,0,35,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
554,52,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
13655,51,9,0,0,16,Private,Divorced,Sales,Unmarried,White,Male,United-States
5287,48,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
28937,20,10,0,0,20,Private,Never-married,Sales,Own-child,White,Female,United-States
14854,54,10,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
41879,32,4,0,0,35,Private,Separated,Sales,Unmarried,White,Female,United-States
23509,18,9,0,0,20,Private,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
33914,62,4,0,0,5,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
41276,41,6,0,0,60,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
40355,42,13,0,0,33,Local-gov,Divorced,Transport-moving,Not-in-family,White,Male,United-States
5085,37,13,0,0,40,Private,Never-married,Machine-op-inspct,Other-relative,White,Male,United-States
6123,22,10,0,0,40,Private,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
44522,20,10,0,0,40,Unknown,Never-married,Unknown,Own-child,White,Female,United-States
13301,41,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
34344,17,6,0,0,12,Self-emp-inc,Never-married,Sales,Own-child,White,Male,United-States
8615,27,9,2580,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
46951,50,4,0,0,35,Private,Married-civ-spouse,Other-service,Wife,White,Female,Unknown
36242,44,16,0,0,38,Local-gov,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,United-States
12275,25,9,0,0,36,Private,Never-married,Farming-fishing,Not-in-family,White,Male,Cuba
31747,30,10,0,1902,40,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,South
37895,62,13,0,0,50,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
11661,38,10,0,0,40,Private,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
32329,59,4,0,0,40,Private,Married-civ-spouse,Protective-serv,Husband,White,Male,Puerto-Rico
7754,67,14,0,0,41,Private,Divorced,Adm-clerical,Unmarried,White,Male,United-States
19220,37,10,0,0,40,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
14530,24,9,0,0,45,Private,Never-married,Craft-repair,Not-in-family,White,Male,United-States
21513,57,4,0,0,40,Local-gov,Divorced,Other-service,Not-in-family,White,Male,United-States
26856,70,13,0,0,20,Private,Widowed,Prof-specialty,Unmarried,White,Female,Puerto-Rico
25395,40,10,0,0,40,Private,Married-civ-spouse,Sales,Other-relative,White,Male,United-States
38946,40,10,0,0,40,Federal-gov,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States
37583,30,13,0,0,38,Private,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
20950,38,13,0,0,50,Local-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
34387,31,12,0,0,40,State-gov,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
3725,20,8,0,0,40,Unknown,Never-married,Unknown,Own-child,Black,Male,United-States
22409,23,10,0,0,50,Private,Never-married,Exec-managerial,Own-child,White,Male,United-States
35494,23,10,0,0,40,Private,Never-married,Craft-repair,Not-in-family,White,Male,United-States
4463,59,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
16560,24,10,7298,0,48,Private,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States
33399,28,10,0,0,40,Private,Never-married,Sales,Not-in-family,White,Male,United-States
11197,50,9,0,0,40,Local-gov,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
5348,68,3,0,0,30,Unknown,Married-spouse-absent,Unknown,Not-in-family,White,Male,United-States
4823,26,6,0,0,40,Unknown,Never-married,Unknown,Unmarried,Amer-Indian-Eskimo,Female,United-States
28567,35,13,0,0,50,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
12630,45,11,0,0,35,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
8937,53,10,0,0,40,Private,Divorced,Adm-clerical,Unmarried,White,Female,Unknown
40115,49,9,0,0,45,Private,Widowed,Other-service,Not-in-family,White,Female,United-States
8248,51,9,0,0,50,Unknown,Never-married,Unknown,Own-child,White,Male,United-States
5202,21,10,0,0,10,Private,Never-married,Adm-clerical,Own-child,White,Male,United-States
10301,49,9,0,0,50,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
26953,57,10,3137,0,40,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
4938,34,12,0,0,38,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
40503,58,9,0,0,40,Private,Divorced,Exec-managerial,Unmarried,White,Female,United-States
15062,23,9,0,0,40,Local-gov,Never-married,Other-service,Own-child,Black,Male,United-States
10232,60,10,0,0,50,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
36779,28,10,0,0,60,Private,Never-married,Machine-op-inspct,Own-child,White,Male,United-States
41982,31,10,0,0,40,Private,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States
44800,39,15,0,1887,50,Federal-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
19650,61,9,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
26612,37,13,0,0,36,State-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
30903,26,10,0,0,40,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
18108,37,9,0,0,35,Local-gov,Divorced,Adm-clerical,Unmarried,Black,Female,United-States
45878,30,12,0,0,40,Self-emp-not-inc,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
576,28,11,0,0,80,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
7115,46,10,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
24613,58,10,0,0,40,Private,Divorced,Other-service,Not-in-family,White,Male,United-States
7144,30,14,0,0,35,Private,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
29382,77,4,0,0,23,Private,Widowed,Priv-house-serv,Unmarried,White,Female,United-States
36348,62,9,0,0,48,Self-emp-not-inc,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
15134,18,7,0,0,40,Private,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
18875,67,9,0,0,3,Unknown,Widowed,Unknown,Unmarried,White,Male,United-States
11782,60,11,0,0,40,Self-emp-not-inc,Married-civ-spouse,Other-service,Wife,White,Female,United-States
9229,34,12,7443,0,40,Private,Divorced,Craft-repair,Unmarried,Black,Female,United-States
47246,54,9,0,0,40,Local-gov,Widowed,Other-service,Unmarried,Black,Female,United-States
46679,61,9,0,0,37,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
44689,27,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
613,26,10,0,0,40,Private,Never-married,Sales,Not-in-family,Black,Male,Haiti
27221,29,10,0,0,54,Private,Divorced,Sales,Unmarried,White,Female,United-States
5449,34,13,0,0,45,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
40755,35,9,0,0,40,Private,Divorced,Craft-repair,Unmarried,White,Male,United-States
22579,70,9,0,0,23,Private,Divorced,Other-service,Not-in-family,White,Female,United-States
32862,27,9,0,0,40,Private,Never-married,Exec-managerial,Own-child,White,Male,United-States
30760,27,9,0,0,50,Private,Never-married,Sales,Not-in-family,White,Male,United-States
3129,66,4,0,0,40,Private,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
43324,45,7,0,0,50,Local-gov,Married-civ-spouse,Other-service,Husband,Black,Male,United-States
4664,37,9,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
27277,39,12,0,0,52,State-gov,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
6570,17,7,0,0,6,Private,Never-married,Sales,Own-child,White,Male,United-States
43416,61,9,0,0,40,Private,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,Japan
46510,17,7,0,0,12,Private,Never-married,Adm-clerical,Own-child,White,Female,United-States
2231,28,10,0,0,35,Private,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
44488,78,4,1797,0,15,Private,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
35932,21,9,0,0,40,Private,Never-married,Protective-serv,Not-in-family,White,Male,United-States
38683,53,16,0,0,40,State-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
14698,44,10,0,0,35,Private,Divorced,Transport-moving,Unmarried,White,Male,England
19580,19,10,0,0,28,Private,Never-married,Sales,Not-in-family,White,Female,United-States
24008,22,10,0,0,24,Private,Never-married,Handlers-cleaners,Other-relative,White,Male,Mexico
48427,39,10,0,0,65,Private,Divorced,Transport-moving,Not-in-family,White,Male,United-States
33875,52,9,0,0,40,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
