audition_id,actor_id,manager_id,film_id,role_id,audition_round,audition_date,withdrawal_requested,experience_years,role_match_score,accent_match,availability_match,line_accuracy_score,special_skill_match,self_tape_quality_score,manager_rating,prior_collaboration,days_before_deadline,callback
AU029547,A047,M10,F17,RL0395,1,2022-12-23,False,16.9,1.0,1,1,0.883858,0,0.485552,0.725764,1,6,1
AU029548,A047,M10,F18,RL0419,1,2023-06-03,False,16.9,0.747397,1,1,0.732968,0,0.678888,0.878077,0,22,0
AU029549,A047,M10,F19,RL0443,1,2021-12-27,False,16.9,1.0,1,1,0.444841,0,0.58087,0.784881,1,29,0
AU029550,A047,M10,F20,RL0467,1,2024-06-09,False,16.9,0.505698,1,0,0.757726,0,0.170883,0.866341,0,2,0
AU029551,A047,M10,F21,RL0491,1,2025-05-16,False,16.9,1.0,1,0,0.680153,0,0.716501,0.702002,1,12,1
AU029552,A047,M10,F22,RL0515,1,2024-05-17,False,16.9,0.2173,1,1,0.765246,0,0.816275,0.746982,1,17,1
AU029553,A047,M10,F23,RL0539,1,2023-09-05,False,16.9,0.872323,0,1,0.732945,0,0.384401,0.758824,0,17,0
AU029554,A047,M10,F24,RL0563,1,2021-06-30,False,16.9,0.932101,1,0,0.331466,0,0.242417,0.929124,0,19,1
AU029555,A047,M10,F25,RL0587,1,2024-07-08,False,16.9,0.912412,1,0,0.678734,0,0.259569,0.674184,0,26,1
AU029556,A047,M10,F26,RL0611,1,2025-05-29,False,16.9,0.920814,1,1,0.809488,1,0.490392,0.692384,1,24,1
AU029557,A047,M10,F27,RL0635,1,2025-06-19,False,16.9,0.977298,1,0,0.691803,1,0.575969,0.837113,1,5,0
AU029558,A047,M10,F28,RL0659,1,2024-09-27,False,16.9,1.0,0,1,0.490871,1,0.679888,0.681945,1,4,0
AU029559,A047,M10,F29,RL0683,1,2023-01-01,False,16.9,0.849866,0,0,0.559327,1,0.544132,0.718517,1,21,1
AU029560,A047,M10,F30,RL0707,1,2021-02-18,False,16.9,1.0,0,0,0.584089,0,0.633031,0.706549,0,20,1
AU029561,A047,M10,F31,RL0731,1,2021-06-28,False,16.9,0.715399,0,1,0.777395,0,0.770956,0.668119,0,8,1
AU029562,A047,M10,F32,RL0755,1,2021-03-16,False,16.9,0.807043,1,0,0.626094,1,0.848795,0.825632,0,14,0
AU029563,A047,M10,F33,RL0779,1,2022-03-15,False,16.9,0.777208,0,1,0.641021,1,0.887478,0.788599,1,15,0
AU029564,A047,M10,F34,RL0803,1,2025-03-29,False,16.9,1.0,0,1,0.380676,0,0.752325,0.809709,0,2,0
AU029565,A047,M10,F35,RL0827,1,2024-04-05,False,16.9,0.674351,1,1,0.538604,0,1.0,0.509449,0,9,0
AU029566,A047,M10,F36,RL0851,1,2021-10-27,False,16.9,1.0,1,1,0.734438,0,0.792763,0.706264,1,3,0
AU029567,A047,M10,F37,RL0875,1,2023-12-10,False,16.9,0.801987,0,1,0.642212,1,0.609472,0.684224,0,17,0
AU029568,A047,M10,F38,RL0899,1,2023-10-03,False,16.9,0.756981,0,1,0.809096,1,0.601285,0.906278,1,10,1
AU029569,A047,M10,F39,RL0923,1,2024-09-30,False,16.9,0.447308,1,1,0.840007,0,0.838295,0.698971,0,28,1
AU029570,A047,M10,F40,RL0947,1,2022-12-03,False,16.9,0.787669,1,1,0.327301,0,0.751357,0.682845,0,3,1
AU029571,A047,M10,F41,RL0971,1,2021-07-01,False,16.9,0.692091,0,0,0.786926,0,0.62996,0.88012,1,0,0
AU029572,A047,M10,F42,RL0995,1,2022-03-16,False,16.9,1.0,1,1,0.567634,0,0.491655,0.882519,0,25,0
AU029573,A047,M10,F43,RL1019,1,2024-06-06,False,16.9,0.279421,0,0,0.641201,0,0.500892,0.777548,1,8,0
AU029574,A047,M10,F44,RL1043,1,2022-03-22,False,16.9,0.720339,1,1,0.643673,1,0.37644,0.804893,1,29,0
AU029575,A047,M10,F45,RL1067,1,2022-03-22,False,16.9,1.0,1,0,0.833227,0,0.360244,0.554563,1,3,0
AU029576,A047,M10,F46,RL1091,1,2023-02-23,True,16.9,0.403144,1,0,0.783362,0,0.311681,0.740249,0,14,0
AU029577,A047,M10,F47,RL1115,1,2021-12-13,False,16.9,1.0,0,1,0.758881,0,0.571928,0.74401,1,21,0
AU029578,A047,M10,F48,RL1139,1,2023-04-28,False,16.9,1.0,0,1,0.475052,0,0.763981,0.801071,0,29,0
AU029579,A047,M10,F49,RL1163,1,2022-01-30,False,16.9,0.935129,0,1,0.515177,0,0.743582,0.884867,0,19,0
AU029580,A047,M10,F01,RL0012,1,2022-11-29,False,16.9,0.713098,1,0,0.745597,1,0.623591,0.579186,1,4,0
AU029581,A047,M10,F02,RL0036,1,2024-08-19,False,16.9,0.692698,1,1,0.952222,0,0.463481,0.716043,1,29,1
AU029582,A047,M10,F03,RL0060,1,2024-06-19,False,16.9,0.756132,0,1,0.718537,0,0.978406,0.651025,0,19,0
AU029583,A047,M10,F04,RL0084,1,2023-10-11,False,16.9,0.400888,0,1,0.477337,0,1.0,0.500701,1,28,0
AU029584,A047,M10,F05,RL0108,1,2021-08-11,False,16.9,0.796351,0,1,0.467185,0,0.736565,0.793795,1,11,1
AU029585,A047,M10,F06,RL0132,1,2023-09-01,False,16.9,0.500692,1,1,0.72555,0,0.836268,0.786856,0,27,0
AU029586,A047,M10,F07,RL0156,1,2021-08-31,False,16.9,1.0,0,0,0.409513,0,0.518561,0.423977,0,22,1
AU029587,A047,M10,F08,RL0180,1,2025-02-26,False,16.9,1.0,1,1,0.302772,1,0.889968,0.862874,0,12,1
AU029588,A047,M10,F09,RL0204,1,2025-03-17,False,16.9,0.919774,1,1,0.355237,0,0.446983,0.617805,0,22,0
AU029589,A047,M10,F10,RL0228,1,2023-08-25,False,16.9,1.0,1,1,0.697258,1,0.190413,0.617416,1,7,1
AU029590,A047,M10,F11,RL0252,1,2025-04-13,False,16.9,0.842307,1,0,0.516426,0,0.889389,0.604451,1,29,0
AU029591,A047,M10,F12,RL0276,1,2024-08-08,False,16.9,0.925191,1,1,0.803702,1,0.45615,0.715842,0,23,0
AU029592,A047,M10,F13,RL0300,1,2021-07-16,False,16.9,0.760009,0,0,0.312951,0,0.499645,0.855474,0,6,0
AU029593,A047,M10,F14,RL0324,1,2025-05-25,False,16.9,0.935558,0,1,0.694334,0,0.909713,0.722201,0,7,1
AU029594,A047,M10,F15,RL0348,1,2021-10-12,True,16.9,0.385128,0,1,0.680752,0,0.497077,0.536609,1,20,0
AU029595,A047,M10,F16,RL0372,1,2022-07-16,False,16.9,1.0,0,0,0.629929,0,0.890805,0.605623,1,21,0
AU029596,A047,M10,F17,RL0396,1,2025-07-02,False,16.9,0.803459,0,1,0.87472,1,0.871198,0.828069,1,10,1
AU029597,A047,M10,F18,RL0420,1,2023-02-17,False,16.9,1.0,1,1,0.594162,1,0.431055,0.863046,0,24,1
AU029598,A047,M10,F19,RL0444,1,2024-09-12,False,16.9,1.0,1,1,0.831999,1,0.550075,0.785231,0,10,1
AU029599,A047,M10,F20,RL0468,1,2022-01-15,False,16.9,0.77826,0,1,0.997923,0,0.65936,0.833589,0,24,1
AU029600,A047,M10,F21,RL0492,1,2021-10-19,False,16.9,0.718773,0,1,0.398383,1,0.184359,0.560329,1,6,0
AU029601,A047,M10,F22,RL0516,1,2023-01-08,False,16.9,0.972611,1,1,0.424131,0,0.350811,0.721709,0,9,1
AU029602,A047,M10,F23,RL0540,1,2022-06-24,False,16.9,1.0,1,0,0.584839,0,0.784405,0.813885,0,26,1
AU029603,A047,M10,F24,RL0564,1,2024-02-26,False,16.9,1.0,1,1,0.445965,1,0.862032,0.842314,1,24,1
AU029604,A047,M10,F25,RL0588,1,2022-06-16,False,16.9,1.0,1,1,0.653347,1,0.40642,0.875516,0,18,1
AU029605,A047,M10,F26,RL0612,1,2023-03-31,False,16.9,0.990435,1,1,0.47322,0,0.932875,0.77294,1,17,1
AU029606,A047,M10,F27,RL0636,1,2022-08-20,False,16.9,0.643561,0,1,0.794857,0,0.755357,0.636577,1,9,0
AU029607,A047,M10,F28,RL0660,1,2024-03-02,False,16.9,1.0,0,1,0.658945,0,0.710199,0.629169,1,18,1
AU029608,A047,M10,F29,RL0684,1,2023-10-31,False,16.9,1.0,1,1,0.728912,0,0.389249,0.749787,0,23,1
AU029609,A048,M10,F01,RL0001,1,2023-06-22,False,4.0,0.376975,0,0,0.820711,0,0.614973,0.645624,0,16,0
AU029610,A048,M10,F02,RL0025,1,2021-06-18,False,4.0,0.692247,1,0,0.729534,0,0.911709,0.993734,1,17,1
AU029611,A048,M10,F03,RL0049,1,2023-08-11,False,4.0,0.603987,1,0,0.523738,1,0.645033,0.751199,0,23,0
AU029612,A048,M10,F04,RL0073,1,2023-12-10,False,4.0,0.653036,0,1,0.36596,0,0.30102,0.770878,0,27,1
AU029613,A048,M10,F05,RL0097,1,2024-10-23,False,4.0,0.802209,1,1,0.885228,0,0.41713,0.706327,0,5,0
AU029614,A048,M10,F06,RL0121,1,2022-08-25,False,4.0,0.668145,1,0,0.584413,1,0.513713,0.640713,0,15,1
AU029615,A048,M10,F07,RL0145,1,2023-06-11,False,4.0,0.953649,0,1,0.565961,0,0.725579,0.606764,1,11,1
AU029616,A048,M10,F08,RL0169,1,2022-06-10,False,4.0,0.928152,0,1,0.805508,0,0.701532,0.711462,1,29,0
AU029617,A048,M10,F09,RL0193,1,2022-08-31,True,4.0,0.873759,1,0,0.455416,0,0.380452,0.54628,0,1,0
AU029618,A048,M10,F10,RL0217,1,2021-05-13,False,4.0,0.908623,1,1,0.60813,1,0.483263,0.622772,0,14,1
AU029619,A048,M10,F11,RL0241,1,2022-04-01,False,4.0,0.9965,1,1,0.730777,1,0.633131,0.826025,0,15,1
AU029620,A048,M10,F12,RL0265,1,2024-12-08,True,4.0,1.0,0,1,0.450578,0,0.520553,0.861745,0,7,0
AU029621,A048,M10,F13,RL0289,1,2022-03-18,False,4.0,0.832696,0,0,0.796921,0,0.437181,0.767523,0,20,1
AU029622,A048,M10,F14,RL0313,1,2024-04-16,False,4.0,0.928296,1,1,0.509818,0,0.783965,0.703913,0,23,1
AU029623,A048,M10,F15,RL0337,1,2024-06-25,False,4.0,0.646733,0,1,0.865711,1,0.287304,0.543182,0,10,0
AU029624,A048,M10,F16,RL0361,1,2021-05-06,False,4.0,0.440775,0,1,0.500988,1,0.454275,0.666824,1,19,1
AU029625,A048,M10,F17,RL0385,1,2021-08-28,False,4.0,0.222467,0,1,0.611796,1,0.482525,0.631564,0,18,1
AU029626,A048,M10,F18,RL0409,1,2021-12-15,False,4.0,0.609473,0,0,0.816923,0,0.560616,0.700058,1,11,0
AU029627,A048,M10,F19,RL0433,1,2025-03-25,False,4.0,1.0,0,0,0.882196,1,0.455082,0.702546,1,6,1
AU029628,A048,M10,F20,RL0457,1,2025-06-04,False,4.0,0.702596,0,0,0.586315,0,0.720087,0.863019,1,25,1
AU029629,A048,M10,F21,RL0481,1,2024-06-18,False,4.0,0.957282,1,1,0.943066,0,0.298636,0.637048,0,3,0
AU029630,A048,M10,F22,RL0505,1,2022-01-02,False,4.0,0.601908,0,1,0.507274,0,0.486783,0.734959,0,28,0
AU029631,A048,M10,F23,RL0529,1,2021-08-31,False,4.0,1.0,1,0,0.32273,1,0.69368,0.573055,0,2,0
AU029632,A048,M10,F24,RL0553,1,2021-09-07,False,4.0,0.877812,1,0,0.636929,0,0.710912,0.639446,0,16,1
AU029633,A048,M10,F25,RL0577,1,2022-10-26,False,4.0,1.0,0,0,0.305743,0,0.877798,0.893241,0,20,1
AU029634,A048,M10,F26,RL0601,1,2025-01-24,False,4.0,0.733594,0,1,0.355111,0,0.400988,0.738066,0,30,1
AU029635,A048,M10,F27,RL0625,1,2023-11-07,False,4.0,0.472761,1,0,0.303861,1,0.494499,0.706599,1,11,0
AU029636,A048,M10,F28,RL0649,1,2022-09-13,False,4.0,0.636435,1,0,0.244588,0,0.508818,0.788345,0,26,0
AU029637,A048,M10,F29,RL0673,1,2021-09-25,False,4.0,0.526423,0,1,0.477558,0,0.4173,0.869991,1,19,0
AU029638,A048,M10,F30,RL0697,1,2023-12-18,False,4.0,0.898184,1,1,0.85475,0,0.437717,0.743301,0,14,1
AU029639,A048,M10,F31,RL0721,1,2022-10-15,False,4.0,0.843117,0,0,0.323898,1,0.769946,0.714432,1,6,0
AU029640,A048,M10,F32,RL0745,1,2021-05-03,False,4.0,0.257943,1,0,0.471591,1,0.486723,0.802855,0,10,0
AU029641,A048,M10,F33,RL0769,1,2021-12-29,False,4.0,0.905427,0,1,0.491226,1,0.858618,0.914278,0,21,1
AU029642,A048,M10,F34,RL0793,1,2025-05-15,False,4.0,0.680386,1,1,0.436608,1,0.812641,0.745071,0,14,1
AU029643,A048,M10,F35,RL0817,1,2021-05-04,False,4.0,0.359694,1,1,0.659634,0,0.585038,0.840385,0,25,0
AU029644,A048,M10,F36,RL0841,1,2024-07-24,False,4.0,0.894175,0,1,0.479305,1,0.827135,0.698588,0,26,1
AU029645,A048,M10,F37,RL0865,1,2025-06-26,False,4.0,0.496845,0,0,0.698468,0,0.814608,0.711704,0,20,0
AU029646,A048,M10,F38,RL0889,1,2024-01-01,False,4.0,0.579769,1,1,0.739363,1,0.895607,0.795654,0,11,1
AU029647,A048,M10,F39,RL0913,1,2023-11-11,False,4.0,0.770568,1,1,0.363929,0,0.208837,0.688395,1,6,0
AU029648,A048,M10,F40,RL0937,1,2023-10-23,False,4.0,0.753765,1,1,0.553823,0,0.526121,0.82728,0,22,1
AU029649,A048,M10,F41,RL0961,1,2022-11-22,False,4.0,0.812135,1,1,0.332959,0,0.508091,0.854026,0,22,1
AU029650,A048,M10,F42,RL0985,1,2022-10-31,False,4.0,0.933718,0,1,0.756238,1,0.766825,0.635484,0,28,0
AU029651,A048,M10,F43,RL1009,1,2021-10-30,False,4.0,0.411007,1,0,0.529213,0,0.513961,0.725819,0,19,0
AU029652,A048,M10,F44,RL1033,1,2024-07-02,False,4.0,0.546656,0,0,0.264988,1,0.681961,0.617351,0,26,0
AU029653,A048,M10,F45,RL1057,1,2021-09-24,False,4.0,0.639456,1,1,0.381375,1,0.471503,0.853856,1,1,0
AU029654,A048,M10,F46,RL1081,1,2021-09-03,False,4.0,0.552412,1,1,0.256268,1,0.528739,0.91364,0,14,0
AU029655,A048,M10,F47,RL1105,1,2022-08-24,False,4.0,0.326034,1,1,0.791258,0,0.448218,0.979401,0,23,0
AU029656,A048,M10,F48,RL1129,1,2025-05-20,False,4.0,0.729592,0,1,0.663228,1,0.526751,0.691062,1,0,1
AU029657,A048,M10,F49,RL1153,1,2023-10-22,False,4.0,0.304901,1,0,0.768718,0,0.835811,0.884823,0,26,0
AU029658,A048,M10,F01,RL0002,1,2022-06-08,False,4.0,0.778915,0,1,0.829806,0,0.741267,0.835105,0,8,0
AU029659,A048,M10,F02,RL0026,1,2022-09-03,False,4.0,1.0,0,1,0.452375,0,0.282168,0.786599,1,18,1
AU029660,A048,M10,F03,RL0050,1,2021-12-23,False,4.0,0.853906,0,1,0.201458,0,0.514783,0.780435,0,2,0
AU029661,A048,M10,F04,RL0074,1,2022-03-27,False,4.0,0.720254,0,1,0.831095,0,0.427859,0.6428,1,14,1
AU029662,A048,M10,F05,RL0098,1,2025-04-30,False,4.0,0.321653,1,1,0.777564,0,0.46348,0.695755,0,15,0
AU029663,A048,M10,F06,RL0122,1,2024-12-18,False,4.0,0.920423,0,1,0.497865,0,0.570009,0.812103,1,7,1
AU029664,A048,M10,F07,RL0146,1,2023-03-25,False,4.0,0.648158,0,1,0.726928,0,0.26724,0.460084,0,2,0
AU029665,A048,M10,F08,RL0170,1,2021-01-21,False,4.0,0.517175,0,1,0.654344,0,0.610827,0.890653,0,28,1
AU029666,A048,M10,F09,RL0194,1,2022-11-24,False,4.0,0.512541,1,1,0.777049,1,0.552096,0.903396,0,14,0
AU029667,A048,M10,F10,RL0218,1,2021-01-21,False,4.0,0.866945,0,1,0.850809,0,0.566119,0.7743,0,11,1
AU029668,A048,M10,F11,RL0242,1,2025-04-04,False,4.0,0.943605,0,0,0.757326,0,0.484397,0.862642,0,14,1
AU029669,A048,M10,F12,RL0266,1,2024-11-07,False,4.0,0.722821,0,1,0.569669,0,0.566818,0.655585,0,16,0
AU029670,A048,M10,F13,RL0290,1,2021-12-09,False,4.0,0.899172,1,1,0.999234,1,0.356343,0.723928,1,8,1
AU029671,A048,M10,F14,RL0314,1,2025-04-08,False,4.0,0.657452,1,1,0.45435,0,0.83749,0.490781,0,21,1
AU029672,A048,M10,F15,RL0338,1,2021-08-11,False,4.0,0.386476,1,1,0.733236,1,0.311614,0.598398,0,13,0
AU029673,A048,M10,F16,RL0362,1,2021-02-04,False,4.0,0.655348,1,0,0.23923,0,0.840246,0.592262,1,19,0
AU029674,A048,M10,F17,RL0386,1,2021-12-26,False,4.0,0.798173,1,1,0.391074,0,0.668577,0.637448,0,12,0
AU029675,A048,M10,F18,RL0410,1,2025-01-22,False,4.0,1.0,1,1,0.689406,0,0.584058,0.772777,1,10,0
AU029676,A048,M10,F19,RL0434,1,2021-04-07,False,4.0,0.619566,0,1,0.526834,1,0.631764,0.627564,1,24,1
AU029677,A048,M10,F20,RL0458,1,2023-07-16,False,4.0,0.991922,1,0,0.791261,0,0.762652,0.734006,0,28,1
AU029678,A048,M10,F21,RL0482,1,2024-09-11,False,4.0,1.0,0,0,0.974813,1,0.743861,0.915891,0,9,0
AU029679,A048,M10,F22,RL0506,1,2023-11-12,True,4.0,0.458539,0,1,0.628437,0,0.564994,0.729647,0,12,0
AU029680,A048,M10,F23,RL0530,1,2021-11-19,False,4.0,0.604355,0,1,0.672507,0,0.308336,0.61548,0,9,0
AU029681,A048,M10,F24,RL0554,1,2023-03-07,False,4.0,0.672755,1,1,0.61737,0,0.212374,0.740855,0,7,0
AU029682,A048,M10,F25,RL0578,1,2023-10-30,False,4.0,0.966719,0,1,0.821948,1,0.176817,1.0,0,8,1
AU029683,A048,M10,F26,RL0602,1,2024-05-23,False,4.0,0.159237,1,0,0.661005,0,0.311069,0.747096,0,14,0
AU029684,A048,M10,F27,RL0626,1,2021-08-13,False,4.0,0.315536,1,0,0.631571,1,0.280875,0.649949,0,4,0
AU029685,A048,M10,F28,RL0650,1,2023-02-26,True,4.0,0.144878,0,0,0.42334,0,0.622234,0.564443,0,25,0
AU029686,A048,M10,F29,RL0674,1,2022-09-17,False,4.0,0.718054,0,1,0.544024,0,0.780846,0.759222,0,12,1
AU029687,A048,M10,F30,RL0698,1,2021-05-08,False,4.0,0.837129,0,0,0.572331,0,0.365643,0.73338,0,8,0
AU029688,A048,M10,F31,RL0722,1,2023-04-02,False,4.0,0.48613,0,1,0.543831,0,0.44845,0.756192,0,15,0
AU029689,A048,M10,F32,RL0746,1,2023-12-13,True,4.0,0.153066,0,0,0.097736,0,0.904933,0.672748,0,9,0
AU029690,A048,M10,F33,RL0770,1,2023-11-15,False,4.0,0.586907,1,1,0.495295,0,0.407432,0.792886,0,25,0
AU029691,A048,M10,F34,RL0794,1,2022-05-15,False,4.0,0.914631,0,1,0.239057,1,0.302443,1.0,0,8,1
AU029692,A048,M10,F35,RL0818,1,2021-06-10,False,4.0,0.452969,0,1,0.415398,1,0.685873,0.750964,0,21,0
AU029693,A048,M10,F36,RL0842,1,2024-04-11,False,4.0,0.681134,1,1,0.635293,1,0.279575,0.701309,0,29,1
AU029694,A048,M10,F37,RL0866,1,2023-11-30,False,4.0,0.688184,0,0,0.462987,1,0.577542,0.674104,0,23,0
AU029695,A048,M10,F38,RL0890,1,2023-02-08,False,4.0,0.412357,0,0,0.78159,0,0.466446,0.560017,1,25,0
AU029696,A048,M10,F39,RL0914,1,2021-10-01,False,4.0,0.562459,1,1,0.5345,0,0.443867,0.793716,1,16,0
AU029697,A048,M10,F40,RL0938,1,2023-07-04,False,4.0,0.538977,0,1,0.922542,1,0.348712,0.756773,0,18,1
AU029698,A048,M10,F41,RL0962,1,2022-03-22,False,4.0,0.256191,1,1,0.536123,1,0.692941,0.661519,0,26,0
AU029699,A048,M10,F42,RL0986,1,2024-12-31,False,4.0,0.625652,0,1,0.591623,1,0.841431,0.921852,0,26,1
AU029700,A048,M10,F43,RL1010,1,2022-01-24,False,4.0,0.41419,0,1,0.402087,0,0.599754,0.632058,0,16,0
AU029701,A048,M10,F44,RL1034,1,2022-03-08,False,4.0,0.444991,0,0,0.662276,0,0.23108,0.893673,0,21,0
AU029702,A048,M10,F45,RL1058,1,2022-05-24,True,4.0,0.728768,1,0,0.953596,0,0.868418,0.729081,0,11,0
AU029703,A048,M10,F46,RL1082,1,2023-11-02,False,4.0,0.614164,0,1,0.715007,0,0.660474,0.806929,0,23,0
AU029704,A048,M10,F47,RL1106,1,2025-01-14,False,4.0,0.380077,1,0,0.686009,0,0.422146,0.80935,1,28,0
AU029705,A048,M10,F48,RL1130,1,2023-02-02,False,4.0,0.365492,1,1,0.292116,0,0.563748,0.66475,0,30,1
AU029706,A048,M10,F49,RL1154,1,2022-03-21,False,4.0,0.844766,1,0,0.730465,0,0.539046,0.78451,0,28,0
AU029707,A048,M10,F01,RL0003,1,2024-10-03,True,4.0,0.464649,0,1,0.692717,0,0.66997,0.51714,1,13,1
AU029708,A048,M10,F02,RL0027,1,2021-06-16,False,4.0,0.27508,0,1,0.470879,1,0.469039,0.709195,0,4,0
AU029709,A048,M10,F03,RL0051,1,2023-07-23,False,4.0,0.782845,1,1,0.567558,1,0.718173,0.747417,0,2,0
AU029710,A048,M10,F04,RL0075,1,2023-01-14,False,4.0,0.136809,0,0,0.651172,1,0.83426,0.990991,0,0,0
AU029711,A048,M10,F05,RL0099,1,2022-03-20,False,4.0,0.437547,1,1,0.343968,0,0.705723,0.604742,1,15,0
AU029712,A048,M10,F06,RL0123,1,2021-06-06,False,4.0,0.601341,0,0,0.244313,0,0.437614,0.740463,1,19,0
AU029713,A048,M10,F07,RL0147,1,2024-04-05,True,4.0,1.0,1,0,0.845088,1,0.567512,0.686257,0,11,1
AU029714,A048,M10,F08,RL0171,1,2022-04-08,False,4.0,0.661555,1,0,0.522802,0,0.579532,0.861667,0,15,0
AU029715,A048,M10,F09,RL0195,1,2025-04-27,False,4.0,0.8047,0,1,0.593257,0,0.60889,0.551247,1,13,1
AU029716,A048,M10,F10,RL0219,1,2021-10-11,False,4.0,0.531977,0,0,0.267114,0,0.084115,0.818737,0,8,0
AU029717,A048,M10,F11,RL0243,1,2025-06-05,False,4.0,1.0,0,1,0.693618,0,0.572076,0.613144,0,22,1
AU029718,A048,M10,F12,RL0267,1,2024-11-04,False,4.0,0.562364,1,1,0.602173,0,0.509623,0.56635,0,9,0
AU029719,A048,M10,F13,RL0291,1,2021-12-18,False,4.0,0.634153,1,1,0.305328,1,0.170158,0.589828,0,9,0
AU029720,A048,M10,F14,RL0315,1,2025-01-11,False,4.0,1.0,0,1,0.569676,0,0.478379,0.697178,0,23,1
AU029721,A048,M10,F15,RL0339,1,2021-09-07,False,4.0,0.500768,0,1,0.756434,0,0.660645,0.814005,0,2,0
AU029722,A048,M10,F16,RL0363,1,2023-03-24,False,4.0,0.633836,0,1,0.406977,0,0.503983,0.645214,0,10,0
AU029723,A048,M10,F17,RL0387,1,2024-06-03,False,4.0,0.961042,0,1,0.708772,1,0.430638,0.775981,1,7,0
AU029724,A048,M10,F18,RL0411,1,2022-10-05,False,4.0,0.759223,0,1,0.727701,0,0.677096,0.960614,0,21,1
AU029725,A048,M10,F19,RL0435,1,2024-05-29,True,4.0,0.789218,0,1,0.661367,0,0.891196,0.583261,0,1,0
AU029726,A048,M10,F20,RL0459,1,2022-11-19,False,4.0,0.734398,0,1,0.599801,0,0.883335,0.760001,0,13,1
AU029727,A048,M10,F21,RL0483,1,2021-04-12,False,4.0,0.658346,0,1,0.416299,0,0.542454,0.778791,1,7,0
AU029728,A048,M10,F22,RL0507,1,2024-01-29,True,4.0,0.467367,1,0,0.80964,0,0.782827,0.56094,0,9,0
AU029729,A048,M10,F23,RL0531,1,2024-11-23,False,4.0,0.567685,0,0,0.483045,0,0.349642,0.817449,0,0,1
AU029730,A048,M10,F24,RL0555,1,2021-03-28,False,4.0,0.855854,1,1,0.322968,0,0.652025,0.93292,0,22,0
AU029731,A048,M10,F25,RL0579,1,2024-08-13,False,4.0,1.0,1,1,0.290754,0,0.635162,0.78443,1,22,0
AU029732,A048,M10,F26,RL0603,1,2021-08-11,False,4.0,0.8086,1,1,0.403731,1,0.657639,0.713412,0,20,0
AU029733,A048,M10,F27,RL0627,1,2025-01-03,False,4.0,0.524994,1,1,0.641263,0,0.842078,0.903009,1,12,1
AU029734,A048,M10,F28,RL0651,1,2024-12-19,False,4.0,0.828983,1,1,0.673464,0,0.785636,0.652283,0,30,1
AU029735,A048,M10,F29,RL0675,1,2021-07-06,False,4.0,0.293097,1,1,0.635724,0,0.434565,0.912772,0,2,1
AU029736,A048,M10,F30,RL0699,1,2023-01-05,False,4.0,0.56603,0,1,0.781075,0,0.676224,0.611444,0,21,1
AU029737,A048,M10,F31,RL0723,1,2022-05-28,False,4.0,0.558472,1,1,0.562132,0,0.459909,0.722279,1,2,0
AU029738,A048,M10,F32,RL0747,1,2025-06-03,False,4.0,0.376158,0,0,0.548193,1,0.337992,0.621076,0,28,0
AU029739,A048,M10,F33,RL0771,1,2021-12-31,False,4.0,0.479545,0,0,0.676292,0,0.728963,0.932422,0,24,0
AU029740,A048,M10,F34,RL0795,1,2025-01-10,False,4.0,0.889571,1,0,0.698916,0,0.249651,0.929369,0,24,0
AU029741,A048,M10,F35,RL0819,1,2025-06-02,False,4.0,0.161728,1,1,0.725455,0,0.774683,0.736723,0,2,0
AU029742,A048,M10,F36,RL0843,1,2023-02-04,False,4.0,0.529348,0,1,0.196182,1,0.886179,0.800723,0,19,0
AU029743,A048,M10,F37,RL0867,1,2021-12-11,False,4.0,0.952397,1,1,0.248664,0,0.542667,0.738782,0,1,0
AU029744,A048,M10,F38,RL0891,1,2024-05-26,False,4.0,0.292661,1,0,0.624216,1,0.483486,0.630921,0,20,1
AU029745,A048,M10,F39,RL0915,1,2021-07-09,False,4.0,0.539308,1,0,0.452572,1,0.538066,0.565191,0,22,1
AU029746,A048,M10,F40,RL0939,1,2022-07-05,False,4.0,0.517969,0,0,0.56197,0,0.647414,0.727085,0,19,0
AU029747,A048,M10,F41,RL0963,1,2021-01-12,False,4.0,0.611398,1,0,0.659055,1,0.471386,0.706272,1,19,0
AU029748,A048,M10,F42,RL0987,1,2024-02-18,False,4.0,0.932403,1,0,0.394192,0,0.714822,0.777888,0,29,0
AU029749,A048,M10,F43,RL1011,1,2023-07-29,False,4.0,0.580602,0,1,0.561274,0,0.429594,0.826818,1,24,1
AU029750,A048,M10,F44,RL1035,1,2024-10-18,False,4.0,0.42351,0,0,0.411232,1,0.262113,0.64389,0,4,1
AU029751,A048,M10,F45,RL1059,1,2022-12-18,False,4.0,0.609311,0,1,0.674052,1,0.400467,0.80639,1,8,1
AU029752,A048,M10,F46,RL1083,1,2021-04-13,False,4.0,0.523643,1,1,0.647001,0,0.434544,0.764856,0,5,1
AU029753,A048,M10,F47,RL1107,1,2024-01-01,False,4.0,1.0,1,0,0.382531,1,0.864871,0.512211,0,16,1
AU029754,A048,M10,F48,RL1131,1,2021-03-21,False,4.0,0.623987,1,0,0.703565,0,0.496512,0.754874,1,26,0
AU029755,A048,M10,F49,RL1155,1,2024-11-16,False,4.0,0.833617,1,1,0.616596,0,0.303472,0.93186,0,16,0
AU029756,A048,M10,F01,RL0004,1,2021-02-02,False,4.0,0.524061,0,1,0.413812,1,0.1902,0.905903,0,11,1
