original_index,synthetic_collection_date
30204,2015-07-25
30205,2025-06-10
30206,2022-12-25
30207,2019-07-06
30208,2020-01-31
30213,2015-02-09
30214,2021-07-31
30215,2018-08-10
30216,2017-07-19
30218,2016-06-09
30220,2015-03-12
30222,2017-11-20
30223,2015-08-06
30224,2024-03-16
30225,2022-02-19
30226,2015-08-01
30228,2020-11-04
30230,2023-02-27
30231,2020-03-16
30232,2025-02-15
30234,2022-06-29
30235,2019-10-08
30236,2025-02-02
30237,2018-02-28
30238,2018-06-26
30241,2024-01-02
30242,2018-12-06
30243,2023-12-31
30244,2017-11-08
30247,2017-07-23
30249,2015-09-30
30251,2022-01-05
30252,2017-12-22
30253,2022-10-16
30255,2019-01-26
30256,2015-12-25
30257,2020-03-16
30258,2016-06-05
30259,2016-08-03
30260,2024-06-29
30261,2024-09-21
30262,2025-04-21
30263,2020-10-05
30264,2017-05-16
30267,2021-11-23
30268,2023-05-01
30269,2020-12-21
30270,2023-10-23
30271,2019-12-18
30273,2018-03-13
30274,2021-05-09
30275,2022-09-16
30276,2018-06-25
30278,2024-02-03
30279,2021-11-26
30280,2018-06-22
30281,2023-01-05
30285,2017-02-25
30286,2025-09-24
30288,2025-12-06
30290,2019-08-08
30292,2019-09-22
30293,2021-05-25
30295,2024-09-08
30298,2019-11-15
30300,2023-08-01
30301,2020-01-29
30302,2019-01-15
30303,2015-02-05
30304,2020-07-11
30306,2015-03-10
30307,2017-10-18
30308,2025-04-01
30309,2016-07-06
30310,2023-08-24
30311,2017-02-16
30313,2017-06-14
30315,2017-08-20
30316,2018-09-08
30317,2025-04-29
30318,2017-10-04
30320,2015-10-01
30321,2018-08-02
30322,2022-12-05
30324,2017-12-07
30326,2025-12-03
30328,2018-12-02
30329,2024-02-09
30330,2016-07-27
30331,2021-07-14
30332,2020-07-27
30333,2017-10-10
30336,2024-11-04
30338,2021-11-24
30340,2022-07-11
30341,2020-03-19
30342,2025-11-19
30343,2023-12-27
30344,2015-05-02
30345,2020-11-23
30347,2017-09-14
30348,2019-05-22
30349,2019-12-23
30350,2018-12-18
30351,2021-12-05
30352,2020-01-28
30353,2020-08-25
30354,2023-11-10
30356,2021-01-19
30358,2024-05-13
30359,2025-11-17
30361,2017-03-12
30362,2019-04-18
30364,2016-08-20
30365,2025-09-07
30368,2018-06-06
30369,2018-09-09
30370,2019-09-25
30371,2016-07-13
30372,2020-04-25
30374,2016-05-26
30375,2025-04-02
30377,2024-03-03
30380,2021-12-19
30381,2015-10-09
30382,2024-04-08
30383,2024-01-16
30385,2017-04-18
30388,2018-09-28
30389,2021-05-17
30393,2023-11-10
30394,2018-06-21
30395,2018-07-08
30396,2020-03-20
30399,2025-05-17
30401,2024-05-26
30404,2021-12-19
30405,2023-10-30
30406,2018-12-15
30408,2018-07-25
30409,2019-12-01
30410,2017-05-27
30411,2016-06-23
30412,2023-04-18
30416,2015-03-01
30418,2025-08-21
30419,2018-11-17
30420,2020-12-03
30422,2022-10-22
30424,2015-04-03
30425,2022-04-19
30428,2015-12-01
30429,2015-10-15
30430,2023-04-17
30432,2023-03-16
30433,2024-05-01
30434,2019-02-17
30435,2021-12-29
30436,2023-03-16
30437,2021-08-05
30438,2024-05-11
30439,2015-02-05
30441,2025-01-21
30442,2025-08-20
30443,2024-05-15
30444,2020-01-05
30445,2025-04-10
30446,2019-11-26
30448,2019-12-04
30451,2022-02-20
30453,2023-05-11
30454,2023-09-20
30456,2022-01-25
30457,2025-07-23
30458,2017-04-15
30459,2019-08-26
30460,2019-10-30
30461,2015-08-06
30462,2023-01-06
30463,2022-06-17
30464,2021-02-03
30465,2022-12-14
30467,2025-01-26
30469,2016-08-27
30471,2020-02-04
30472,2023-05-25
30474,2024-06-13
30477,2025-09-25
30478,2016-05-18
30479,2019-12-19
30483,2022-11-09
30484,2017-06-29
30485,2024-07-08
30486,2020-11-13
30493,2021-11-18
30494,2018-02-06
30495,2025-08-08
30496,2021-03-18
30497,2025-12-05
30498,2016-11-15
30499,2015-02-17
30502,2016-07-13
30503,2021-09-30
30505,2023-09-13
30508,2023-09-23
30509,2019-03-20
30510,2022-09-18
30511,2024-08-25
30512,2016-12-20
30513,2015-07-25
30514,2019-06-11
30515,2016-04-16
30516,2019-08-20
30517,2018-04-04
30518,2020-03-12
30520,2018-06-07
30523,2018-08-03
30524,2019-12-29
30525,2020-10-11
30527,2016-04-09
30529,2025-09-04
30532,2025-06-18
30535,2024-08-01
30536,2019-12-07
30541,2016-09-23
30542,2020-03-16
30543,2023-10-22
30544,2021-06-10
30547,2015-03-03
30549,2019-06-11
30551,2021-07-09
30553,2016-03-17
30554,2025-09-24
30555,2020-08-08
30556,2025-12-17
30558,2022-05-04
30559,2025-12-22
30561,2024-09-23
30562,2023-02-03
30563,2015-09-28
30564,2019-01-18
30567,2024-03-08
30568,2015-09-24
30569,2015-11-17
30570,2023-03-10
30572,2020-11-18
30573,2024-05-09
30574,2025-12-08
30575,2022-09-22
30576,2016-02-26
30577,2024-11-03
30578,2021-07-18
30579,2016-10-25
30580,2022-02-28
30581,2025-02-08
30583,2015-08-08
30588,2019-05-29
30591,2017-01-02
30592,2018-10-01
30595,2021-01-04
30597,2018-08-29
30598,2019-06-18
30600,2021-03-12
30602,2020-08-13
30603,2018-12-01
30604,2015-06-10
30606,2020-02-12
30607,2015-02-21
30608,2025-02-13
30609,2021-03-04
30611,2019-05-26
30613,2018-09-01
30618,2017-08-04
30620,2015-03-14
30621,2016-12-15
30622,2023-01-29
30623,2015-06-14
30625,2018-07-21
30626,2021-06-28
30627,2020-03-15
30629,2022-10-12
30630,2017-01-22
30632,2025-05-31
30633,2021-04-04
30634,2025-05-26
30635,2019-01-11
30637,2025-01-13
30638,2018-10-16
30639,2020-09-04
30641,2017-11-16
30642,2015-01-01
30643,2016-04-13
30645,2025-05-17
30646,2017-01-16
30648,2022-07-23
30649,2018-10-21
30650,2024-07-11
30651,2017-12-11
30652,2017-02-23
30653,2015-04-15
30654,2016-03-15
30656,2017-08-20
30657,2016-03-02
30659,2017-10-01
30665,2021-05-27
30667,2015-08-04
30668,2024-04-25
30669,2021-04-19
30672,2017-01-16
30673,2017-01-09
30676,2017-06-08
30677,2020-01-03
30678,2023-08-04
30681,2021-05-25
30682,2022-11-16
30684,2017-10-14
30685,2016-09-30
30687,2016-12-22
30688,2020-02-24
30689,2016-06-29
30690,2015-11-06
30691,2020-06-19
30692,2015-04-25
30693,2019-02-06
30694,2024-03-28
30695,2015-12-12
30696,2015-08-04
30697,2021-06-16
30699,2017-03-01
30700,2019-08-04
30701,2020-12-24
30704,2017-10-11
30705,2024-12-29
30706,2019-04-15
30707,2022-04-18
30708,2019-08-27
30709,2025-05-10
30710,2021-11-08
30712,2020-09-30
30713,2020-05-27
30714,2023-06-14
30715,2015-07-05
30716,2023-04-12
30717,2025-12-28
30718,2021-01-11
30720,2017-08-20
30721,2017-11-20
30722,2022-02-25
30723,2017-08-19
30725,2019-05-28
30726,2024-08-18
30727,2015-09-24
30728,2024-05-09
30729,2022-12-20
30730,2017-10-08
30731,2025-03-28
30732,2015-12-01
30733,2018-02-02
30734,2022-06-26
30735,2024-10-28
30737,2022-10-07
30738,2022-04-26
30739,2022-09-13
30740,2021-05-08
30741,2015-11-12
30742,2016-11-27
30744,2022-11-03
30746,2021-09-30
30747,2019-07-08
30748,2020-09-03
30749,2019-08-04
30750,2020-12-01
30751,2024-03-03
30754,2024-12-05
30755,2017-07-15
30756,2017-05-21
30759,2023-12-18
30760,2025-05-02
30761,2023-10-07
30762,2020-04-18
30763,2023-08-30
30764,2021-09-29
30765,2018-02-08
30767,2023-05-29
30768,2021-03-28
30771,2017-05-21
30773,2022-09-15
30775,2024-08-18
30776,2017-04-20
30778,2023-12-10
30780,2015-02-15
30781,2016-11-05
30782,2025-12-16
30785,2015-07-13
30787,2017-04-20
30789,2024-01-25
30790,2016-05-15
30792,2022-02-08
30793,2017-12-27
30794,2018-10-21
30796,2020-07-20
30797,2016-07-21
30798,2025-06-14
30799,2018-06-01
30800,2023-04-05
30801,2017-04-02
30802,2017-12-29
30804,2020-05-16
30805,2016-05-04
30806,2020-05-30
30807,2016-01-27
30808,2020-03-21
30810,2018-12-23
30811,2018-03-06
30813,2015-07-05
30815,2019-12-17
30816,2015-10-10
30817,2025-03-14
30818,2018-03-09
30819,2019-09-29
30820,2018-01-21
30824,2016-06-05
30825,2018-12-17
30828,2018-04-17
30830,2019-02-27
30831,2019-09-30
30832,2015-04-11
30833,2016-08-04
30836,2020-04-04
30837,2022-04-05
30838,2015-04-24
30840,2024-06-16
30841,2025-06-25
30843,2025-09-03
30845,2020-07-17
30847,2015-12-21
30848,2021-03-21
30849,2025-08-13
30850,2017-04-27
30851,2015-05-27
30852,2021-01-17
30853,2018-03-09
30854,2015-10-28
30855,2020-12-31
30857,2025-05-06
30858,2022-06-09
30859,2020-04-09
30860,2024-11-04
30861,2025-11-18
30862,2025-12-13
30863,2016-03-29
30864,2019-08-08
30865,2023-07-14
30866,2023-07-09
30867,2015-07-30
30868,2016-02-18
30871,2021-07-30
30872,2017-03-21
30874,2024-09-26
30876,2017-08-27
30877,2025-12-03
30878,2023-01-03
30881,2020-02-12
30882,2017-05-29
30885,2022-07-16
30886,2022-08-09
30890,2025-05-11
30891,2018-06-17
30893,2024-11-04
30895,2016-07-30
30896,2015-08-23
30897,2023-05-03
30898,2016-08-25
30900,2023-09-27
30903,2020-05-13
30905,2016-01-27
30906,2023-09-23
30907,2019-09-17
30910,2025-06-29
30911,2016-12-05
30913,2021-05-13
30914,2017-08-08
30915,2019-11-19
30917,2016-04-18
30918,2025-07-21
30919,2017-01-09
30920,2023-10-18
30922,2022-02-17
30923,2018-12-01
30924,2015-07-07
30925,2018-01-21
30927,2020-10-07
30929,2016-12-20
30930,2017-02-27
30931,2022-06-14
30932,2016-07-21
30933,2020-02-28
30935,2025-04-03
30936,2022-04-07
30937,2024-11-18
30939,2020-10-05
30941,2024-11-12
30942,2021-08-23
30943,2024-04-21
30947,2023-12-27
30948,2023-07-06
30949,2016-11-24
30950,2016-08-03
30951,2019-10-30
30953,2023-06-04
30954,2018-11-08
30955,2016-02-09
30956,2019-11-01
30958,2018-11-02
30960,2025-01-22
30961,2019-04-24
30962,2020-12-22
30963,2021-10-15
30964,2015-03-07
30965,2022-08-04
30968,2019-01-25
30969,2017-03-12
30970,2020-10-20
30971,2021-09-30
30973,2019-08-25
30974,2018-04-16
30975,2015-08-24
30976,2018-11-27
30979,2023-01-07
30980,2022-06-21
30981,2024-08-27
30982,2021-02-07
30983,2019-02-18
30985,2018-11-28
30987,2025-02-01
30988,2016-04-14
30990,2025-11-10
30992,2020-09-19
30993,2024-08-21
30994,2023-07-21
30995,2024-07-21
30996,2018-03-18
30997,2025-04-19
30999,2016-05-16
31003,2019-05-19
31004,2019-12-05
31006,2019-09-14
31007,2023-07-12
31008,2025-12-16
31013,2020-10-14
31014,2021-08-24
31015,2019-08-20
31016,2022-01-08
31017,2024-10-19
31018,2015-08-04
31019,2019-07-22
31020,2024-10-25
31021,2023-02-24
31022,2019-09-18
31023,2017-02-28
31024,2021-05-02
31025,2019-05-08
31026,2023-01-27
31027,2019-08-05
31028,2025-02-26
31029,2020-04-07
31030,2025-03-23
31031,2016-08-04
31032,2023-05-31
31034,2018-01-08
31036,2015-07-09
31037,2021-04-05
31040,2024-09-08
31042,2022-10-15
31044,2025-04-25
31045,2017-09-01
31046,2019-12-12
31048,2025-01-14
31049,2021-11-27
31050,2022-08-03
31051,2023-05-23
31052,2017-09-30
31053,2024-04-12
31054,2017-07-05
31055,2022-05-10
31056,2018-08-06
31057,2016-04-05
31058,2021-06-22
31059,2021-02-10
31060,2019-05-18
31061,2015-01-11
31063,2021-03-25
31064,2017-07-13
31065,2015-10-23
31066,2019-06-12
31067,2024-04-01
31068,2020-09-11
31069,2023-07-11
31070,2017-05-08
31071,2018-07-26
31072,2021-04-16
31074,2019-08-08
31075,2024-11-15
31076,2019-12-10
31078,2025-01-04
31080,2019-03-13
31081,2020-05-16
31082,2019-10-09
31085,2018-10-31
31089,2018-05-26
31090,2024-04-10
31094,2025-09-10
31095,2025-05-28
31096,2022-12-31
31097,2016-12-10
31099,2016-09-20
31101,2025-02-20
31103,2018-11-22
31104,2024-03-19
31105,2015-04-18
31107,2024-11-28
31109,2017-09-14
31110,2018-01-09
31111,2020-12-08
31114,2018-09-11
31115,2023-03-20
31116,2024-08-12
31117,2024-02-14
31118,2019-04-11
31119,2018-06-29
31120,2016-09-17
31121,2019-02-27
31122,2019-11-06
31124,2022-09-02
31125,2021-03-29
31126,2023-01-14
31127,2020-12-02
31128,2023-09-13
31129,2019-09-14
31130,2016-03-17
31132,2024-01-07
31133,2017-06-18
31134,2024-04-30
31135,2019-05-16
31136,2023-06-15
31137,2017-12-07
31139,2025-06-19
31140,2020-06-15
31141,2023-07-06
31142,2023-05-09
31143,2021-07-20
31144,2018-05-25
31146,2020-10-21
31147,2022-04-15
31148,2021-10-11
31149,2015-03-06
31152,2020-01-29
31153,2024-03-25
31154,2015-07-30
31155,2022-09-25
31157,2016-06-08
31158,2023-10-26
31159,2015-02-05
31162,2018-09-24
31163,2024-10-07
31164,2021-08-07
31165,2018-03-03
31166,2020-05-30
31172,2024-10-04
31173,2019-06-27
31174,2019-01-10
31175,2020-06-16
31176,2016-10-19
31177,2021-08-17
31180,2018-06-14
31181,2024-02-08
31182,2022-07-25
31183,2018-06-28
31185,2020-12-07
31186,2025-11-15
31190,2016-09-12
31194,2018-08-31
31195,2023-10-31
31196,2015-01-30
31197,2022-03-08
31198,2019-01-21
31199,2019-07-18
31200,2024-08-07
31201,2024-01-10
31202,2018-10-30
31203,2025-10-17
31205,2025-03-28
31206,2021-04-07
31207,2015-04-23
31209,2020-05-26
31210,2018-01-16
31211,2020-03-12
31212,2015-01-29
31215,2019-11-06
31217,2018-10-20
31218,2020-08-23
31219,2021-02-15
31220,2025-01-29
31223,2023-02-18
31224,2015-04-19
31226,2020-02-02
31227,2020-07-27
31228,2021-06-02
31229,2017-11-13
31232,2023-01-21
31233,2017-09-16
31234,2024-09-23
31235,2025-02-15
31236,2023-05-08
31238,2020-11-04
31239,2022-08-07
31243,2021-06-12
31244,2024-03-04
31245,2020-01-06
31246,2025-12-02
31248,2022-12-08
31250,2017-03-02
31252,2025-11-14
31253,2021-03-05
31254,2019-08-28
31255,2017-07-12
31257,2024-10-27
31258,2015-01-15
31260,2015-10-04
31263,2020-08-02
31264,2015-08-14
31265,2021-12-10
31266,2021-05-07
31267,2021-11-15
31269,2018-08-12
31270,2019-04-09
31271,2025-05-03
31272,2025-07-11
31273,2025-05-13
31274,2019-09-24
31275,2021-04-30
31276,2022-06-10
31277,2017-05-17
31278,2018-11-21
31279,2025-04-08
31280,2018-09-25
31281,2016-08-26
31282,2018-07-08
31283,2025-11-25
31285,2021-03-20
31286,2019-05-29
31287,2024-09-07
31292,2025-10-03
31293,2024-06-22
31295,2024-06-05
31296,2023-04-10
31297,2025-03-27
31298,2017-12-07
31299,2018-09-07
31300,2025-01-07
31306,2017-07-17
31307,2019-05-24
31308,2021-12-01
31309,2025-03-19
31310,2017-12-13
31311,2019-09-19
31312,2015-03-24
31313,2021-04-11
31316,2021-08-12
31317,2021-03-26
31318,2025-06-08
31319,2020-07-14
31320,2024-07-29
31321,2015-09-14
31322,2021-10-31
31323,2022-12-30
31324,2021-08-23
31325,2018-03-27
31326,2025-06-01
31328,2019-01-23
31329,2018-09-16
31333,2019-11-04
31334,2023-05-26
31335,2024-08-07
31336,2020-07-10
31337,2022-09-08
31338,2015-01-23
31340,2017-05-30
31342,2024-04-26
31343,2023-06-14
31344,2018-11-21
31345,2024-05-23
31346,2023-04-02
31347,2017-05-18
31348,2016-05-15
31349,2025-01-26
31350,2023-01-16
31351,2022-08-27
31354,2016-07-07
31356,2025-03-22
31357,2020-11-19
31358,2019-11-01
31360,2017-04-22
31362,2019-03-09
31364,2018-02-14
31365,2024-05-05
31366,2015-03-31
31367,2024-02-14
31370,2018-11-23
31371,2015-08-05
31372,2025-07-08
31373,2019-08-17
31374,2019-06-15
31375,2017-07-29
31376,2020-10-24
31377,2024-08-12
31378,2024-09-06
31379,2024-07-23
31380,2023-07-31
31381,2025-06-07
31382,2020-01-07
31385,2023-04-13
31386,2015-03-31
31389,2017-04-14
31391,2025-12-15
31393,2023-02-10
31394,2015-03-09
31395,2023-07-29
31396,2020-06-07
31397,2018-01-06
31398,2018-01-17
31400,2016-06-21
31403,2020-07-31
31404,2025-10-23
31405,2024-04-08
31406,2015-10-08
31407,2017-05-27
31410,2018-01-08
31411,2024-03-21
31412,2020-01-19
31413,2023-04-10
31414,2015-05-14
31415,2015-12-10
31416,2021-08-05
31417,2017-11-01
31418,2017-09-15
31422,2022-06-18
31423,2019-04-14
31424,2022-04-16
31427,2025-08-22
31431,2016-06-20
31432,2018-12-04
31435,2024-01-13
31437,2024-04-04
31438,2017-08-16
31439,2019-11-27
31440,2021-02-21
31441,2015-04-05
31444,2015-01-27
31445,2016-07-26
31447,2022-02-27
31448,2023-07-16
31449,2020-06-07
31450,2015-06-19
31452,2021-10-11
31453,2019-10-17
31455,2019-06-25
31456,2016-02-17
31457,2021-08-13
31458,2022-09-27
31460,2018-07-31
31462,2016-03-20
31465,2020-12-13
31467,2019-11-16
31469,2025-08-14
31470,2015-03-11
31472,2015-02-21
31473,2024-07-09
31474,2024-06-13
31475,2018-03-20
31476,2019-10-15
31477,2015-04-21
31478,2019-09-17
31480,2015-12-20
31481,2024-11-23
31482,2015-01-08
31484,2022-06-14
31486,2017-09-27
31487,2024-08-12
31488,2024-12-15
31489,2020-01-28
31490,2025-10-20
31491,2019-02-14
31492,2024-07-10
31493,2023-11-23
31494,2016-10-18
31495,2019-08-20
31497,2020-03-28
31498,2025-12-04
31499,2018-11-07
31500,2015-08-17
31501,2018-01-28
31502,2023-05-16
31503,2017-08-19
31505,2022-05-29
31506,2019-07-14
31507,2017-02-25
31508,2020-09-01
31509,2023-10-22
31510,2023-05-25
31511,2015-07-10
31513,2020-01-25
31514,2025-06-21
31515,2024-01-23
31516,2023-03-02
31518,2022-11-19
31519,2016-05-07
31520,2022-09-02
31524,2025-08-11
31527,2020-09-25
31528,2017-05-01
31530,2024-03-13
31534,2025-04-09
31535,2019-11-28
31536,2023-09-09
31539,2018-02-20
31540,2018-07-28
31541,2016-05-26
31542,2020-06-27
31543,2023-04-02
31544,2020-04-18
31545,2020-12-06
31546,2024-12-21
31550,2023-05-07
31551,2021-12-22
31552,2016-09-21
31553,2017-02-01
31557,2025-04-12
31558,2022-11-02
31559,2016-02-18
31560,2019-08-16
31564,2024-08-22
31565,2020-07-18
31566,2021-11-22
31567,2020-07-27
31568,2024-02-12
31569,2015-08-02
31571,2022-03-20
31573,2020-07-14
31574,2018-12-20
31576,2021-05-09
31577,2023-07-13
31578,2017-06-28
31581,2016-10-14
31582,2019-07-15
31583,2020-10-06
31584,2021-04-15
31585,2020-03-13
31586,2022-09-12
31587,2018-05-19
31588,2017-05-19
31590,2025-06-08
31592,2015-08-30
31594,2019-07-26
31595,2015-07-08
31596,2018-08-15
31597,2015-06-18
31599,2020-12-16
31600,2019-10-10
31602,2022-08-28
31603,2015-04-21
31606,2015-05-31
31607,2022-08-02
31609,2021-05-20
31610,2015-11-10
31611,2024-05-27
31612,2016-10-23
31613,2022-06-22
31615,2015-05-18
31616,2018-03-12
31617,2020-02-26
31618,2025-07-22
31619,2019-04-16
31621,2019-10-13
31623,2018-01-07
31624,2016-11-15
31625,2019-07-25
31626,2023-11-20
31627,2023-01-26
31628,2016-07-26
31629,2022-04-13
31631,2017-07-10
31633,2017-04-02
31634,2020-06-24
31636,2020-08-08
31637,2024-03-18
31641,2019-05-24
31643,2021-04-03
31644,2021-03-30
31645,2019-02-01
31646,2024-03-03
31647,2017-06-27
31648,2016-12-01
31649,2020-06-20
31651,2020-01-03
31653,2017-09-27
31654,2021-05-21
31655,2020-12-11
31656,2021-12-22
31657,2015-01-08
31658,2024-08-03
31660,2025-02-20
31662,2021-12-06
31663,2023-01-28
31665,2019-05-01
31666,2018-10-04
31667,2024-05-16
31668,2019-11-13
31670,2020-08-24
31671,2025-10-16
31672,2020-02-01
31673,2022-01-13
31674,2022-01-14
31675,2025-05-04
31677,2017-05-30
31681,2022-08-15
31682,2022-10-07
31683,2023-12-29
31684,2021-03-18
31685,2018-03-27
31689,2017-08-20
31690,2022-11-27
31691,2018-02-25
31693,2021-02-28
31694,2024-11-17
31695,2022-12-19
31696,2019-10-23
31697,2022-12-17
31698,2024-09-30
31699,2015-07-09
31701,2015-03-05
31703,2018-02-23
31704,2025-11-27
31706,2016-03-17
31707,2015-05-02
31708,2015-11-16
31709,2016-08-17
31710,2019-09-17
31711,2015-06-15
31712,2021-05-06
31714,2024-02-28
31715,2024-11-03
31716,2024-10-22
31718,2020-04-27
31720,2022-07-24
31721,2015-12-10
31722,2020-03-27
31723,2017-09-10
31725,2015-07-18
31726,2020-12-18
31728,2016-07-07
31729,2023-06-07
31730,2025-10-03
31732,2023-10-20
31733,2017-08-07
31734,2024-02-05
31735,2020-11-05
31736,2021-10-09
31737,2023-10-11
31738,2019-12-11
31739,2021-02-07
31740,2020-11-20
31741,2025-03-13
31742,2021-04-05
31743,2021-12-09
31744,2017-06-04
31746,2017-06-27
31747,2019-05-18
31748,2022-07-07
31749,2022-01-13
31750,2018-10-17
31751,2020-11-26
31753,2024-02-17
31755,2021-12-31
31756,2017-05-25
31757,2024-10-29
31758,2019-12-02
31759,2015-11-10
31760,2017-08-10
31762,2021-08-09
31763,2018-10-30
31764,2023-02-21
31766,2024-02-23
31767,2016-08-09
31769,2021-07-24
31771,2019-03-09
31772,2020-02-06
31773,2016-10-20
31774,2019-07-15
31775,2016-05-13
31776,2022-02-16
31778,2021-02-02
31779,2019-02-11
31781,2023-08-28
31782,2022-01-22
31785,2021-05-11
31787,2015-02-01
31788,2023-08-09
31790,2017-01-10
31791,2021-06-11
31792,2016-06-07
31793,2020-01-14
31795,2019-10-11
31796,2021-11-27
31797,2021-09-07
31798,2023-08-02
31799,2023-05-07
31800,2023-09-10
31801,2020-11-03
31802,2015-04-07
31804,2024-05-15
31806,2019-10-24
31807,2019-01-06
31808,2024-12-15
31809,2021-04-27
31810,2022-08-14
31811,2019-10-22
31813,2023-02-20
31815,2021-04-13
31818,2023-12-18
31819,2025-01-07
31820,2021-01-11
31822,2025-04-20
31823,2019-12-28
31824,2018-12-25
31826,2018-03-15
31827,2017-02-10
31829,2022-01-01
31830,2020-03-14
31831,2017-01-31
31832,2025-11-11
31833,2025-07-31
31834,2020-01-13
31835,2025-11-09
31838,2016-11-11
31839,2024-06-06
31840,2018-01-12
31842,2016-10-08
31843,2025-02-10
31844,2023-12-14
31848,2016-06-17
31851,2019-11-27
31852,2022-05-25
31853,2023-11-13
31854,2020-02-26
31856,2016-09-26
31859,2021-12-07
31860,2017-04-22
31862,2021-12-15
31864,2017-06-25
31865,2024-01-15
31866,2022-02-23
31869,2020-10-18
31870,2024-01-16
31871,2015-09-17
31874,2020-06-27
31875,2018-08-28
31876,2017-08-02
31877,2019-05-13
31878,2020-10-14
31880,2025-10-13
31882,2021-02-27
31884,2016-04-30
31885,2019-01-26
31886,2017-06-08
31887,2018-05-14
31888,2016-04-06
31889,2018-08-20
31890,2023-07-12
31893,2025-06-11
31894,2015-06-15
31897,2025-10-29
31901,2019-11-21
31902,2015-08-16
31903,2019-09-12
31904,2016-10-29
31905,2018-09-29
31906,2025-04-03
31907,2021-12-02
31908,2020-01-03
31909,2018-09-19
31910,2017-11-08
31911,2019-07-18
31912,2024-03-01
31913,2021-03-13
31914,2023-06-26
31915,2025-12-26
31917,2020-02-22
31920,2020-01-31
31921,2021-08-31
31923,2018-03-25
31925,2021-10-18
31926,2025-05-19
31927,2020-11-07
31928,2022-12-14
31929,2018-11-28
31930,2017-06-16
31931,2019-06-07
31933,2022-12-30
31934,2023-03-10
31938,2018-08-27
31940,2022-12-12
31941,2018-08-30
31943,2023-02-11
31944,2022-09-17
31945,2019-02-08
31946,2020-08-25
31947,2016-10-17
31948,2022-02-04
31953,2023-11-05
31954,2018-06-21
31956,2019-01-09
31957,2024-10-05
31959,2020-01-15
31960,2023-11-09
31961,2018-04-27
31963,2021-09-28
31965,2024-12-05
31966,2025-12-24
31967,2023-06-14
31968,2015-12-30
31969,2022-05-30
31970,2015-11-06
31973,2024-01-24
31976,2021-09-10
31978,2017-12-04
31980,2016-02-08
31982,2017-11-21
31983,2022-09-16
31984,2016-09-07
31986,2018-05-22
31988,2024-06-19
31990,2020-04-21
31991,2025-10-13
31992,2025-02-15
31993,2022-02-18
31994,2020-04-16
31995,2016-01-24
31996,2019-01-30
31997,2016-06-22
31998,2023-06-17
32002,2020-12-09
32003,2017-03-08
32005,2019-05-04
32006,2019-02-05
32007,2015-05-27
32008,2020-05-05
32009,2019-06-08
32010,2020-10-08
32014,2018-01-17
32015,2017-11-17
32017,2017-08-04
32019,2017-04-08
32020,2023-12-05
32021,2020-06-17
32022,2025-05-19
32023,2023-08-20
32024,2025-06-28
32025,2021-12-26
32026,2015-08-07
32028,2019-06-22
32030,2023-11-24
32033,2025-10-17
32034,2018-08-01
32035,2015-07-06
32036,2023-09-03
32037,2015-01-31
32038,2020-10-18
32039,2016-09-24
32040,2016-06-11
32041,2017-06-27
32042,2018-01-26
32043,2022-11-14
32044,2025-09-16
32047,2018-04-14
32048,2017-03-02
32049,2025-04-21
32050,2020-03-03
32051,2015-05-04
32052,2024-04-26
32055,2016-05-10
32056,2016-05-28
32057,2018-05-13
32058,2022-10-27
32059,2021-07-26
32063,2021-07-02
32064,2024-02-18
32065,2017-11-04
32066,2019-08-05
32068,2025-12-15
32069,2024-09-04
32070,2017-03-14
32071,2017-07-06
32072,2015-05-20
32074,2025-06-26
32075,2017-05-26
32076,2020-07-15
32077,2024-07-10
32078,2015-06-13
32080,2022-04-17
32081,2019-03-02
32082,2015-02-16
32083,2018-03-28
32084,2021-08-01
32085,2018-09-01
32086,2023-10-04
32087,2015-08-11
32088,2025-10-01
32089,2017-09-02
32092,2022-10-27
32094,2022-07-31
32095,2023-09-04
32096,2020-05-02
32099,2021-05-22
32102,2022-01-01
32103,2015-06-11
32104,2024-04-30
32105,2016-10-01
32106,2017-06-09
32107,2017-08-04
32110,2021-06-02
32111,2021-09-16
32112,2020-07-24
32113,2019-10-12
32114,2019-06-29
32115,2016-08-29
32116,2022-03-23
32117,2022-12-13
32118,2018-11-11
32120,2021-01-10
32122,2021-08-23
32123,2024-10-25
32125,2021-11-23
32126,2018-06-14
32127,2022-06-27
32130,2024-02-21
32131,2023-12-16
32132,2017-07-07
32133,2018-12-09
32138,2020-03-11
32139,2016-06-06
32141,2019-10-24
32142,2025-10-27
32143,2025-05-02
32144,2019-11-29
32145,2022-05-07
32146,2023-03-06
32148,2021-04-11
32150,2019-04-07
32152,2022-01-30
32153,2022-02-26
32155,2021-02-01
32157,2024-08-05
32161,2025-09-28
32163,2022-06-18
32164,2021-05-14
32166,2020-02-26
32167,2019-04-29
32169,2020-11-17
32171,2018-01-12
32172,2025-09-28
32174,2020-06-05
32176,2024-12-01
32177,2022-02-22
32178,2017-06-30
32181,2016-07-01
32182,2025-12-28
32183,2018-03-16
32184,2025-06-28
32185,2025-02-04
32186,2023-02-20
32187,2015-11-14
32188,2020-08-20
32189,2020-12-27
32192,2024-02-09
32193,2018-06-04
32195,2017-05-25
32196,2020-10-13
32198,2025-03-30
32199,2020-04-04
32202,2022-03-19
32203,2018-09-05
32204,2021-04-25
32205,2016-06-02
32207,2016-10-12
32208,2025-11-15
32209,2021-04-28
32210,2022-07-12
