original_index,scenario,reference_model,comparison_role,true_membership,model_loss,model_confidence,attack_score
10151,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0017986298,0.9982029,0.5050615
14084,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.57181466,0.5645001,0.49824676
34394,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.07935333,0.9237135,0.50365436
6019,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.000827566,0.99917275,0.5050777
41669,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00027942657,0.9997205,0.502075
35966,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.17103028,0.842796,0.5021919
35443,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.07800388,0.9249609,0.5015544
41416,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.047075216,0.9540156,0.50176156
35569,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.66562825,0.5139506,0.49430186
33709,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0022239685,0.9977785,0.5061933
3538,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.9591077,0.38323468,0.48909828
233,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.96626216,0.3805026,0.49602088
28643,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.037252665,0.96343267,0.5054633
10000,s1_random_5_percent,baseline_original_model,non_member_test_record,0,2.1056728,0.1217637,0.47136003
5770,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0049409866,0.99507105,0.5050091
40264,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.39045036,0.67675203,0.4985801
17132,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.037009716,0.96366674,0.50546837
4939,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.040672064,0.96014404,0.5015829
34505,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.21441269,0.8070153,0.5015159
3264,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.6347443,0.530071,0.49301043
38033,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.45688862,0.63325083,0.4976316
40951,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.2928915,0.27447593,0.47930402
29181,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.8800418,0.15258378,0.46710178
7250,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0056271553,0.99438846,0.5048304
6774,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.053534165,0.94787353,0.5015056
44839,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.010126114,0.9899251,0.50176644
6161,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.20063157,0.8182138,0.5006217
36717,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.08695984,0.91671395,0.50130475
4242,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.055904627,0.94562924,0.5017024
6541,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.042095423,0.95877826,0.5053624
3155,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.018449068,0.98172015,0.50478387
2734,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0014271736,0.99857396,0.5062099
26849,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.21606088,0.8056863,0.50062966
14159,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.11863281,0.8881338,0.50376725
45347,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0031671524,0.99683756,0.5018083
14337,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.23795731,0.7882363,0.5003974
32032,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00025844574,0.999742,0.50207514
33447,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.08076692,0.9224087,0.50374466
1749,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0005264282,0.99947345,0.50491184
2206,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.3778546,0.68533015,0.499546
31784,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.44724035,0.6393902,0.49778554
153,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0019273758,0.9980746,0.5048894
11022,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.11911917,0.8877021,0.5011115
9440,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.07665348,0.9262107,0.50381327
34488,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.17870462,0.83635294,0.5025152
19395,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00048446655,0.9995157,0.5049125
21815,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.048654318,0.95251036,0.501751
39364,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.42772633,0.6519898,0.499257
13801,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.011193275,0.988869,0.5047416
37651,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.004880905,0.99513084,0.501798
2326,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.13225186,0.8761202,0.50348336
25027,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.45099878,0.6369916,0.49772564
14975,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.03682089,0.9638488,0.5018302
36080,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.012376308,0.98770005,0.501994
14652,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.34762275,0.70636535,0.4992943
37255,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0014557838,0.9985452,0.5018186
18511,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.021583317,0.97864795,0.5045759
37048,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.26567483,0.76668847,0.50068206
37687,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.41117746,0.66286933,0.49932274
33190,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.37178272,0.689504,0.49959317
31939,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.1098447,0.32961017,0.49464318
31093,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.15039468,0.8603684,0.5025211
9296,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.01333046,0.98675776,0.50174725
29548,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.2655067,0.28209633,0.4839922
9324,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.09330487,0.9109157,0.5042951
46854,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.2863382,0.7510086,0.50010663
9733,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.018520355,0.98165005,0.50585365
45548,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.27332962,0.76084197,0.50054294
3193,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.025789022,0.9745407,0.50466144
4298,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.37549657,0.68694806,0.49841347
23782,s1_random_5_percent,baseline_original_model,non_member_test_record,0,2.1832955,0.11266965,0.4874554
10173,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0117378235,0.98833066,0.5017568
13767,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.01622426,0.9839066,0.5059015
27506,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.21142411,0.80943066,0.5006608
14845,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.061318398,0.9405237,0.5049617
12384,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0655961,0.93650913,0.5038738
12768,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0036177635,0.9963889,0.5048625
46078,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.03976202,0.961018,0.50442845
11900,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0052247047,0.99478906,0.5020419
45884,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.013364792,0.9867242,0.5059611
17089,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.43494755,0.6472986,0.49798167
25298,s1_random_5_percent,baseline_original_model,non_member_test_record,0,3.215563,0.04013273,0.43951556
13728,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.05915758,0.9425582,0.50410503
13197,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.020734549,0.9794791,0.50458944
24221,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0003376007,0.9996626,0.5020746
37161,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.07941389,0.9236576,0.5036534
31936,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.65481496,0.5195382,0.49789235
21548,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.22918831,0.7951788,0.5004501
42937,s1_random_5_percent,baseline_original_model,non_member_test_record,0,4.196167e-05,0.99995774,0.50509083
29447,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.034799717,0.96579885,0.5016182
37956,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.20794606,0.81225085,0.500684
33626,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.5829431,0.55825293,0.49537003
37695,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0074547916,0.9925729,0.5020269
43688,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.37807631,0.6851782,0.49955538
12113,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.04022479,0.96057355,0.50427854
2207,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0021157265,0.99788636,0.50488645
28625,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.10300374,0.9021235,0.50120836
25835,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.05695629,0.94463545,0.5016954
14974,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.000626564,0.99937373,0.50182354
17203,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.053602934,0.94780844,0.50419766
15425,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00067043304,0.99932986,0.5062257
594,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.2149807,0.806557,0.50175905
44313,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0015745163,0.99842656,0.5062068
35126,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.03194046,0.96856433,0.505574
23952,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.96693146,0.38024804,0.4894965
1770,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.7086779,0.4922946,0.4914698
10259,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.4749492,0.62191665,0.4988956
33568,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.0491353,0.35024047,0.48818576
35914,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.032556772,0.9679674,0.50185883
18835,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.55363643,0.57485545,0.4947007
39225,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.4271232,0.6523832,0.49921593
24915,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.5643114,0.20923205,0.47901586
34004,s1_random_5_percent,baseline_original_model,non_member_test_record,0,3.9100647e-05,0.99996114,0.5018271
9322,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.31348097,0.73089826,0.4999771
20653,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00045585632,0.9995445,0.5062301
34250,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.38271758,0.68200547,0.49952742
38301,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.36481166,0.6943275,0.49963334
3643,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.06385541,0.93814063,0.5040267
1999,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0074043274,0.99262303,0.50608534
34153,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.2069645,0.81304854,0.5019262
3585,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0020327568,0.99796915,0.50488776
45129,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.09130168,0.91274226,0.5014653
3903,s1_random_5_percent,baseline_original_model,non_member_test_record,0,9.727478e-05,0.9999027,0.5020762
48302,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.7737052,0.46130073,0.49011487
37153,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.25392902,0.77574694,0.50037605
34940,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.062696934,0.9392281,0.5039201
29783,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.85194206,0.4265857,0.49088475
29343,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00044488907,0.9995552,0.50623035
2162,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.015902042,0.98422354,0.50197035
41365,s1_random_5_percent,baseline_original_model,non_member_test_record,0,2.5859637,0.07532345,0.48629093
35089,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.06075287,0.94105583,0.5039511
22799,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.09794688,0.9066972,0.5034582
9414,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.063733816,0.93825454,0.5039035
45748,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.61797196,0.5390365,0.49335995
42062,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0007801056,0.9992201,0.50182265
13387,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0006508827,0.9993492,0.50508064
10788,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00021648407,0.9997837,0.501826
30245,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.023381948,0.9768892,0.5057524
26424,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.04332328,0.9576018,0.5043691
2614,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.002562523,0.9974407,0.5050488
13508,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00048351288,0.9995166,0.50182444
19426,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.44837004,0.6386683,0.49907362
3384,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.02326274,0.9770058,0.5057548
24627,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.01704359,0.98310065,0.5048073
33616,s1_random_5_percent,baseline_original_model,non_member_test_record,0,2.6778903,0.068707965,0.45058647
9470,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.21736218,0.8046385,0.50062096
22725,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.028275728,0.9721202,0.50565034
13302,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.48627573,0.61491215,0.49610454
20347,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0901196,0.91382194,0.5012858
33757,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.3504452,0.70437443,0.49893558
21965,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.003917694,0.9960898,0.5018038
35417,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.58823663,0.5553056,0.49528176
35509,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.01932025,0.9808651,0.505837
23246,s1_random_5_percent,baseline_original_model,non_member_test_record,0,2.1588423,0.11545867,0.47051468
15772,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.031968594,0.9685371,0.50441027
14168,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.032586336,0.96793896,0.50454813
33907,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.5207805,0.59405667,0.4964067
8769,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.29748333,0.74268496,0.5000843
33433,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0012145042,0.9987861,0.5050713
20178,s1_random_5_percent,baseline_original_model,non_member_test_record,0,9.727478e-05,0.9999025,0.50491863
48044,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.42505786,0.65373194,0.49738047
20020,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.076367855,0.9264753,0.5013684
33245,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.28809622,0.74968946,0.50032437
20280,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.024023056,0.97626305,0.501916
20708,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0024752617,0.9975281,0.50618804
21530,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.42533088,0.6535536,0.49813503
13831,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.9561995,0.1413948,0.49007323
22943,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.002571106,0.9974322,0.5020597
24190,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0014858246,0.9985151,0.5048965
47250,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.72384334,0.4848851,0.49747756
4929,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00035762787,0.9996426,0.50182515
31687,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.012820721,0.987261,0.5017503
34029,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0154800415,0.98463905,0.5017343
21138,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.8989389,0.40700132,0.4964254
25119,s1_random_5_percent,baseline_original_model,non_member_test_record,0,7.724762e-05,0.9999225,0.50491893
26152,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.8753939,0.41669783,0.48799643
11764,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.67315125,0.5100986,0.49418187
21225,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.020822965,0.97939235,0.5017022
13479,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.38237017,0.68224245,0.49952957
47968,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0009088516,0.99909145,0.5020708
41849,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.07325053,0.929368,0.50387
19526,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.3754444,0.6869839,0.49883038
380,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.97312045,0.377902,0.48886475
28010,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0053801537,0.99463445,0.501795
4190,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.014989376,0.9851224,0.5019765
33748,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.02757597,0.9728008,0.5018922
39700,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.19189452,0.8253939,0.5006742
2036,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.7082451,0.49250776,0.49328062
13034,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.004461454,0.9955485,0.50614667
37980,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.05903697,0.94267184,0.5014726
26847,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.7099186,0.49168417,0.49359536
4146,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.5649917,0.56836486,0.49829245
47287,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.31177753,0.7321444,0.49998856
47262,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.3274264,0.2651588,0.4829607
13680,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.6089364,0.5439291,0.4949366
15899,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.4505656,0.23443766,0.4760242
25166,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.32467,0.7227658,0.49947283
19750,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.80949295,0.44508368,0.49159256
20573,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.068161726,0.9341093,0.5038329
29563,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.72917056,0.48230886,0.49293175
22208,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.008915901,0.9911236,0.5060538
26565,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.0502565,0.349848,0.4955161
38986,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.007425308,0.9926023,0.50480175
38422,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.4268954,0.240053,0.47651646
6453,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.055292606,0.94620824,0.5040382
27683,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0016126633,0.9983887,0.50181764
1617,s1_random_5_percent,baseline_original_model,non_member_test_record,0,7.8201294e-05,0.9999217,0.50491893
17969,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0064492226,0.99357146,0.50498396
20028,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.01546526,0.9846539,0.5019733
3928,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.0856961,0.33766666,0.4953032
42245,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.078100204,0.9248718,0.5037891
1574,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.03117919,0.96930194,0.50442284
25028,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.40923405,0.6641587,0.49936816
47765,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00370121,0.99630564,0.5048612
22593,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00010108948,0.9998989,0.5062375
36153,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.10909295,0.89664716,0.50117177
40565,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.066693544,0.9354817,0.5038563
38795,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.21606088,0.8056863,0.50148845
19673,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.2774048,0.27875978,0.48454693
5987,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0020275116,0.99797434,0.5061974
18945,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.065611206,0.9364949,0.5014331
41948,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.31879288,0.7270261,0.49991164
26191,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.056952238,0.9446392,0.5014851
903,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00013446808,0.9998658,0.5050893
29065,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0015039444,0.998497,0.5020668
30809,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.008047581,0.9919848,0.5049573
2393,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.07446623,0.92823887,0.5037323
20397,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.19705617,0.8211444,0.500757
6900,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.318573,0.72718596,0.4995999
2247,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.56415,0.20926583,0.49242848
44474,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.5616429,0.20979112,0.4916175
44871,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00048208237,0.99951804,0.50508344
12231,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.045180082,0.9558253,0.50433815
2717,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.55694777,0.5729552,0.49834633
19495,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0015993118,0.9984022,0.50620633
47928,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.052757025,0.9486104,0.5040786
10592,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.7883448,0.45459658,0.49679646
22937,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.000875473,0.999125,0.502071
39375,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.027197123,0.9731693,0.5056729
19106,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.7999351,0.4493581,0.49671885
2161,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.16052747,0.85169446,0.50235945
26209,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.08898902,0.91485566,0.50438505
47079,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.03145194,0.96903735,0.5045671
4462,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.23160839,0.7932567,0.50043553
48787,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.6752239,0.50904244,0.49776968
36631,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0018839836,0.9981177,0.5062004
41639,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.0946863,0.33464462,0.49524918
8594,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.25617588,0.7740059,0.50036097
47764,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.6697236,0.51185006,0.49228153
46589,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.09385085,0.9104185,0.50342315
13347,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.011230469,0.9888323,0.5017599
32846,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.06624293,0.93590343,0.5048591
46567,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.08839488,0.9153994,0.50439745
26963,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.04972315,0.9514929,0.504127
41834,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.34070444,0.7112691,0.4997948
32180,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.015684128,0.98443836,0.5059128
42625,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0019760132,0.9980257,0.50181544
32090,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.1015052,0.33237043,0.4952082
24577,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.15206182,0.8589352,0.5025557
3989,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.4408371,0.6434975,0.49705163
7368,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.004360676,0.99564874,0.50204766
35344,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.02073431,0.9794792,0.50193805
7500,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0033397675,0.9966661,0.5018073
35174,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.37679532,0.6860565,0.49890935
5499,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.46636418,0.6272788,0.4965196
4737,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.18413866,0.8318204,0.50240195
25101,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.40742886,0.6653588,0.49842072
9582,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0015277863,0.9984734,0.5018182
12199,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.003510952,0.99649537,0.50616646
5978,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.5297645,0.21658671,0.49263504
38739,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.8485421,0.15746658,0.49071994
18549,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.3999809,0.6703329,0.49939775
42037,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0010676384,0.9989328,0.5050737
5964,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0006766319,0.9993235,0.5049094
46902,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.40330252,0.66810995,0.49940377
46907,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.035878614,0.9647574,0.5018366
20139,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.022979498,0.9772826,0.50470835
44892,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.01686287,0.9832785,0.50481033
22795,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.4735558,0.6227838,0.49736577
943,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.5207689,0.5940636,0.49661264
8659,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.026154995,0.97418416,0.5046554
43289,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.12465954,0.8827974,0.5030127
1547,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.012581348,0.98749745,0.50597745
37824,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.3114618,0.73237556,0.4999907
