original_index,model_type,scenario,subset,true_historical_membership,true_class,model_probability,model_loss,negative_model_loss,true_class_confidence,max_probability,prediction_entropy,negative_entropy,probability_margin,correct_prediction,y_pred,shadow_model_id
5354,shadow_model,shadow_6,shadow_out,0,0,0.024361474,0.02466321,-0.02466321,0.9756385,0.9756385,0.114559144,-0.114559144,0.47563854,1,0,6
29679,shadow_model,shadow_6,shadow_out,0,0,0.33323672,0.40532023,-0.40532023,0.6667633,0.6667633,0.6364472,-0.6364472,0.16676328,1,0,6
15490,shadow_model,shadow_6,shadow_out,0,0,0.029577661,0.030023813,-0.030023813,0.9704223,0.9704223,0.13327101,-0.13327101,0.47042233,1,0,6
35853,shadow_model,shadow_6,shadow_out,0,0,0.006718459,0.006741047,-0.006741047,0.99328154,0.99328154,0.040307593,-0.040307593,0.49328154,1,0,6
15918,shadow_model,shadow_6,shadow_out,0,0,0.22545673,0.25548184,-0.25548184,0.7745433,0.7745433,0.53372806,-0.53372806,0.2745433,1,0,6
40455,shadow_model,shadow_6,shadow_out,0,0,0.2832139,0.33297795,-0.33297795,0.7167861,0.7167861,0.5959632,-0.5959632,0.21678609,1,0,6
41247,shadow_model,shadow_6,shadow_out,0,0,0.012038519,0.012111664,-0.012111664,0.9879615,0.9879615,0.06517174,-0.06517174,0.48796147,1,0,6
29167,shadow_model,shadow_6,shadow_out,0,0,0.010760136,0.010818481,-0.010818481,0.9892399,0.9892399,0.059465963,-0.059465963,0.48923987,1,0,6
39602,shadow_model,shadow_6,shadow_out,0,0,0.014041593,0.014141083,-0.014141083,0.9859584,0.9859584,0.073840216,-0.073840216,0.4859584,1,0,6
8809,shadow_model,shadow_6,shadow_out,0,0,0.03188732,0.032406807,-0.032406807,0.9681127,0.9681127,0.14124265,-0.14124265,0.46811268,1,0,6
1453,shadow_model,shadow_6,shadow_out,0,0,0.0048977723,0.004909992,-0.004909992,0.9951022,0.9951022,0.030936887,-0.030936887,0.49510223,1,0,6
16804,shadow_model,shadow_6,shadow_out,0,1,0.37578312,0.97874314,-0.97874314,0.37578312,0.6242169,0.6619619,-0.6619619,0.124216884,0,0,6
14936,shadow_model,shadow_6,shadow_out,0,0,0.033705376,0.0342865,-0.0342865,0.96629465,0.96629465,0.14739536,-0.14739536,0.46629462,1,0,6
13939,shadow_model,shadow_6,shadow_out,0,1,0.56659716,0.5681067,-0.5681067,0.56659716,0.56659716,0.68425035,-0.68425035,0.06659716,1,1,6
41537,shadow_model,shadow_6,shadow_out,0,0,0.37625593,0.47201514,-0.47201514,0.6237441,0.6237441,0.6622014,-0.6622014,0.12374407,1,0,6
22462,shadow_model,shadow_6,shadow_out,0,1,0.8315344,0.1844826,-0.1844826,0.8315344,0.8315344,0.4534449,-0.4534449,0.3315344,1,1,6
37395,shadow_model,shadow_6,shadow_out,0,0,0.13336462,0.14313698,-0.14313698,0.8666354,0.8666354,0.39273304,-0.39273304,0.36663538,1,0,6
10328,shadow_model,shadow_6,shadow_out,0,0,0.0238141,0.024102211,-0.024102211,0.9761859,0.9761859,0.112532906,-0.112532906,0.4761859,1,0,6
35368,shadow_model,shadow_6,shadow_out,0,0,0.05628664,0.057932854,-0.057932854,0.94371337,0.94371337,0.21662539,-0.21662539,0.44371337,1,0,6
20734,shadow_model,shadow_6,shadow_out,0,0,0.07449926,0.07742047,-0.07742047,0.92550075,0.92550075,0.26512462,-0.26512462,0.42550075,1,0,6
12377,shadow_model,shadow_6,shadow_out,0,0,0.057404276,0.059117794,-0.059117794,0.9425957,0.9425957,0.21976474,-0.21976474,0.44259572,1,0,6
35338,shadow_model,shadow_6,shadow_out,0,0,0.03516693,0.03580022,-0.03580022,0.9648331,0.9648331,0.15226772,-0.15226772,0.46483308,1,0,6
40209,shadow_model,shadow_6,shadow_out,0,0,0.6551321,1.0645938,-1.0645938,0.3448679,0.6551321,0.64421165,-0.64421165,0.15513211,0,1,6
2313,shadow_model,shadow_6,shadow_out,0,0,0.30451414,0.36314458,-0.36314458,0.69548583,0.69548583,0.6146408,-0.6146408,0.19548586,1,0,6
48721,shadow_model,shadow_6,shadow_out,0,1,0.026588298,3.627284,-3.627284,0.026588298,0.9734117,0.12267499,-0.12267499,0.4734117,0,0,6
38206,shadow_model,shadow_6,shadow_out,0,0,0.1283781,0.13739944,-0.13739944,0.8716219,0.8716219,0.38329187,-0.38329187,0.3716219,1,0,6
26693,shadow_model,shadow_6,shadow_out,0,0,0.014589898,0.014697552,-0.014697552,0.9854101,0.9854101,0.07616067,-0.07616067,0.4854101,1,0,6
38044,shadow_model,shadow_6,shadow_out,0,0,0.4985863,0.69032377,-0.69032377,0.5014137,0.5014137,0.6931432,-0.6931432,0.001413703,1,0,6
6438,shadow_model,shadow_6,shadow_out,0,0,0.46003073,0.616243,-0.616243,0.53996927,0.53996927,0.6899487,-0.6899487,0.039969265,1,0,6
3324,shadow_model,shadow_6,shadow_out,0,1,0.6916202,0.36871833,-0.36871833,0.6916202,0.6916202,0.6177982,-0.6177982,0.19162017,1,1,6
30596,shadow_model,shadow_6,shadow_out,0,0,0.049662687,0.050938368,-0.050938368,0.9503373,0.9503373,0.19752087,-0.19752087,0.45033732,1,0,6
5003,shadow_model,shadow_6,shadow_out,0,1,0.51284224,0.667787,-0.667787,0.51284224,0.51284224,0.69281733,-0.69281733,0.012842238,1,1,6
47473,shadow_model,shadow_6,shadow_out,0,0,0.16967855,0.18594241,-0.18594241,0.83032143,0.83032143,0.45537615,-0.45537615,0.33032143,1,0,6
33726,shadow_model,shadow_6,shadow_out,0,0,0.020225845,0.020433187,-0.020433187,0.9797742,0.9797742,0.09891675,-0.09891675,0.47977415,1,0,6
11799,shadow_model,shadow_6,shadow_out,0,0,0.2497498,0.2873485,-0.2873485,0.7502502,0.7502502,0.5620601,-0.5620601,0.25025022,1,0,6
26946,shadow_model,shadow_6,shadow_out,0,0,0.18049371,0.19905317,-0.19905317,0.8195063,0.8195063,0.47214133,-0.47214133,0.3195063,1,0,6
6730,shadow_model,shadow_6,shadow_out,0,0,0.010636421,0.01069355,-0.01069355,0.98936355,0.98936355,0.05890595,-0.05890595,0.48936358,1,0,6
31794,shadow_model,shadow_6,shadow_out,0,1,0.23299675,1.4567308,-1.4567308,0.23299675,0.76700324,0.5428721,-0.5428721,0.26700324,0,0,6
25891,shadow_model,shadow_6,shadow_out,0,1,0.7365632,0.3057602,-0.3057602,0.7365632,0.7365632,0.57662106,-0.57662106,0.2365632,1,1,6
9689,shadow_model,shadow_6,shadow_out,0,0,0.40934417,0.5265217,-0.5265217,0.5906558,0.5906558,0.67661893,-0.67661893,0.09065583,1,0,6
47644,shadow_model,shadow_6,shadow_out,0,0,0.0199428,0.020144224,-0.020144224,0.9800572,0.9800572,0.09781644,-0.09781644,0.4800572,1,0,6
34578,shadow_model,shadow_6,shadow_out,0,1,0.27052042,1.3074077,-1.3074077,0.27052042,0.72947955,0.5837758,-0.5837758,0.22947958,0,0,6
19018,shadow_model,shadow_6,shadow_out,0,0,0.044650804,0.045678377,-0.045678377,0.9553492,0.9553492,0.18245289,-0.18245289,0.4553492,1,0,6
6090,shadow_model,shadow_6,shadow_out,0,1,0.47839692,0.73731446,-0.73731446,0.47839692,0.5216031,0.69221354,-0.69221354,0.021603078,0,0,6
24590,shadow_model,shadow_6,shadow_out,0,0,0.13633192,0.14656675,-0.14656675,0.8636681,0.8636681,0.39824855,-0.39824855,0.36366808,1,0,6
42070,shadow_model,shadow_6,shadow_out,0,1,0.9343485,0.06790577,-0.06790577,0.9343485,0.9343485,0.24224254,-0.24224254,0.43434852,1,1,6
22869,shadow_model,shadow_6,shadow_out,0,0,0.10211242,0.10771036,-0.10771036,0.8978876,0.8978876,0.32969978,-0.32969978,0.3978876,1,0,6
21639,shadow_model,shadow_6,shadow_out,0,1,0.3481785,1.05504,-1.05504,0.3481785,0.6518215,0.64631176,-0.64631176,0.1518215,0,0,6
5663,shadow_model,shadow_6,shadow_out,0,1,0.54880273,0.6000162,-0.6000162,0.54880273,0.54880273,0.6883762,-0.6883762,0.048802733,1,1,6
13499,shadow_model,shadow_6,shadow_out,0,0,0.05792039,0.05966544,-0.05966544,0.9420796,0.9420796,0.22120664,-0.22120664,0.4420796,1,0,6
7237,shadow_model,shadow_6,shadow_out,0,0,0.015455983,0.015576839,-0.015576839,0.98454404,0.98454404,0.07978362,-0.07978362,0.484544,1,0,6
36370,shadow_model,shadow_6,shadow_out,0,1,0.7246451,0.32207328,-0.32207328,0.7246451,0.7246451,0.58851254,-0.58851254,0.22464508,1,1,6
15367,shadow_model,shadow_6,shadow_out,0,1,0.20770922,1.5716162,-1.5716162,0.20770922,0.7922908,0.5109057,-0.5109057,0.29229078,0,0,6
4058,shadow_model,shadow_6,shadow_out,0,0,0.027117522,0.027492046,-0.027492046,0.97288245,0.97288245,0.124575004,-0.124575004,0.47288248,1,0,6
22975,shadow_model,shadow_6,shadow_out,0,0,0.014906082,0.015018463,-0.015018463,0.9850939,0.9850939,0.07748923,-0.07748923,0.48509392,1,0,6
14735,shadow_model,shadow_6,shadow_out,0,1,0.8771674,0.13105741,-0.13105741,0.8771674,0.8771674,0.372531,-0.372531,0.3771674,1,1,6
2963,shadow_model,shadow_6,shadow_out,0,0,0.65565056,1.0660983,-1.0660983,0.34434944,0.65565056,0.64387834,-0.64387834,0.15565056,0,1,6
30185,shadow_model,shadow_6,shadow_out,0,0,0.62620527,0.98404837,-0.98404837,0.37379473,0.62620527,0.66094446,-0.66094446,0.12620527,0,1,6
9616,shadow_model,shadow_6,shadow_out,0,1,0.78721225,0.23925732,-0.23925732,0.78721225,0.78721225,0.5176269,-0.5176269,0.28721225,1,1,6
7613,shadow_model,shadow_6,shadow_out,0,0,0.016791314,0.016933918,-0.016933918,0.98320866,0.98320866,0.085273884,-0.085273884,0.4832087,1,0,6
21644,shadow_model,shadow_6,shadow_out,0,0,0.009566576,0.00961256,-0.00961256,0.9904334,0.9904334,0.054000303,-0.054000303,0.49043342,1,0,6
18588,shadow_model,shadow_6,shadow_out,0,0,0.00753547,0.007564068,-0.007564068,0.99246454,0.99246454,0.04434138,-0.04434138,0.49246454,1,0,6
45971,shadow_model,shadow_6,shadow_out,0,0,0.2161952,0.24359524,-0.24359524,0.7838048,0.7838048,0.52205,-0.52205,0.2838048,1,0,6
36399,shadow_model,shadow_6,shadow_out,0,0,0.096379235,0.10134554,-0.10134554,0.9036208,0.9036208,0.31705368,-0.31705368,0.40362078,1,0,6
11308,shadow_model,shadow_6,shadow_out,0,0,0.03971313,0.04052329,-0.04052329,0.96028686,0.96028686,0.16703139,-0.16703139,0.46028686,1,0,6
20836,shadow_model,shadow_6,shadow_out,0,1,0.40193272,0.9114706,-0.9114706,0.40193272,0.5980673,0.6737876,-0.6737876,0.09806728,0,0,6
9723,shadow_model,shadow_6,shadow_out,0,1,0.13449502,2.006228,-2.006228,0.13449502,0.865505,0.3948431,-0.3948431,0.36550498,0,0,6
19763,shadow_model,shadow_6,shadow_out,0,0,0.02029149,0.020500183,-0.020500183,0.9797085,0.9797085,0.0991714,-0.0991714,0.47970852,1,0,6
33004,shadow_model,shadow_6,shadow_out,0,0,0.0051565254,0.0051698685,-0.0051698685,0.9948435,0.9948435,0.03230516,-0.03230516,0.49484348,1,0,6
36722,shadow_model,shadow_6,shadow_out,0,1,0.57267565,0.55743575,-0.55743575,0.57267565,0.57267565,0.68254614,-0.68254614,0.072675645,1,1,6
17586,shadow_model,shadow_6,shadow_out,0,1,0.5758855,0.55184644,-0.55184644,0.5758855,0.5758855,0.6815853,-0.6815853,0.075885475,1,1,6
23024,shadow_model,shadow_6,shadow_out,0,0,0.36741307,0.4579376,-0.4579376,0.63258696,0.63258696,0.6575645,-0.6575645,0.13258693,1,0,6
38745,shadow_model,shadow_6,shadow_out,0,0,0.008796396,0.008835316,-0.008835316,0.9912036,0.9912036,0.05039457,-0.05039457,0.4912036,1,0,6
23976,shadow_model,shadow_6,shadow_out,0,1,0.1581188,1.8444086,-1.8444086,0.1581188,0.8418812,0.4365372,-0.4365372,0.34188122,0,0,6
20281,shadow_model,shadow_6,shadow_out,0,0,0.76293135,1.4394054,-1.4394054,0.23706865,0.76293135,0.5476774,-0.5476774,0.26293135,0,1,6
9385,shadow_model,shadow_6,shadow_out,0,1,0.78167313,0.24631861,-0.24631861,0.78167313,0.78167313,0.5247822,-0.5247822,0.28167313,1,1,6
44974,shadow_model,shadow_6,shadow_out,0,0,0.022294572,0.022546768,-0.022546768,0.9777054,0.9777054,0.10683963,-0.10683963,0.47770542,1,0,6
34021,shadow_model,shadow_6,shadow_out,0,0,0.7175295,1.2641811,-1.2641811,0.28247052,0.7175295,0.59527147,-0.59527147,0.21752948,0,1,6
6904,shadow_model,shadow_6,shadow_out,0,1,0.53035444,0.6342097,-0.6342097,0.53035444,0.53035444,0.69130325,-0.69130325,0.03035444,1,1,6
43239,shadow_model,shadow_6,shadow_out,0,0,0.02018613,0.020392656,-0.020392656,0.9798139,0.9798139,0.09876262,-0.09876262,0.47981387,1,0,6
6423,shadow_model,shadow_6,shadow_out,0,1,0.77738506,0.2518195,-0.2518195,0.77738506,0.77738506,0.53019774,-0.53019774,0.27738506,1,1,6
36222,shadow_model,shadow_6,shadow_out,0,0,0.031692497,0.03220558,-0.03220558,0.9683075,0.9683075,0.14057712,-0.14057712,0.4683075,1,0,6
26420,shadow_model,shadow_6,shadow_out,0,0,0.04383786,0.044827938,-0.044827938,0.95616215,0.95616215,0.17995489,-0.17995489,0.45616215,1,0,6
8814,shadow_model,shadow_6,shadow_out,0,1,0.14547673,1.9277391,-1.9277391,0.14547673,0.8545233,0.4147821,-0.4147821,0.35452327,0,0,6
48005,shadow_model,shadow_6,shadow_out,0,0,0.017587902,0.017744541,-0.017744541,0.9824121,0.9824121,0.08849701,-0.08849701,0.4824121,1,0,6
7928,shadow_model,shadow_6,shadow_out,0,0,0.55651385,0.81308854,-0.81308854,0.44348615,0.55651385,0.6867459,-0.6867459,0.056513846,0,1,6
43035,shadow_model,shadow_6,shadow_out,0,0,0.3342485,0.40683883,-0.40683883,0.66575146,0.66575146,0.63714665,-0.63714665,0.16575149,1,0,6
37043,shadow_model,shadow_6,shadow_out,0,0,0.018554458,0.018728733,-0.018728733,0.98144555,0.98144555,0.09235871,-0.09235871,0.48144555,1,0,6
39223,shadow_model,shadow_6,shadow_out,0,0,0.22004673,0.24852121,-0.24852121,0.77995324,0.77995324,0.5269671,-0.5269671,0.27995327,1,0,6
41546,shadow_model,shadow_6,shadow_out,0,0,0.008004637,0.00803709,-0.00803709,0.99199533,0.99199533,0.046616804,-0.046616804,0.49199536,1,0,6
36422,shadow_model,shadow_6,shadow_out,0,0,0.010935403,0.010995865,-0.010995865,0.9890646,0.9890646,0.06025696,-0.06025696,0.4890646,1,0,6
2377,shadow_model,shadow_6,shadow_out,0,0,0.32328388,0.39050335,-0.39050335,0.6767161,0.6767161,0.62932,-0.62932,0.17671612,1,0,6
309,shadow_model,shadow_6,shadow_out,0,0,0.51508224,0.7237761,-0.7237761,0.48491776,0.51508224,0.69269216,-0.69269216,0.01508224,0,1,6
47261,shadow_model,shadow_6,shadow_out,0,1,0.6252225,0.46964762,-0.46964762,0.6252225,0.6252225,0.66144943,-0.66144943,0.1252225,1,1,6
34167,shadow_model,shadow_6,shadow_out,0,0,0.0046686996,0.00467968,-0.00467968,0.9953313,0.9953313,0.029714122,-0.029714122,0.4953313,1,0,6
13299,shadow_model,shadow_6,shadow_out,0,0,0.0457072,0.04678464,-0.04678464,0.9542928,0.9542928,0.18567589,-0.18567589,0.4542928,1,0,6
25910,shadow_model,shadow_6,shadow_out,0,1,0.82277423,0.19507341,-0.19507341,0.82277423,0.82277423,0.46716064,-0.46716064,0.32277423,1,1,6
8277,shadow_model,shadow_6,shadow_out,0,1,0.35572872,1.033587,-1.033587,0.35572872,0.64427125,0.650921,-0.650921,0.14427128,0,0,6
31891,shadow_model,shadow_6,shadow_out,0,0,0.15544046,0.16894007,-0.16894007,0.84455955,0.84455955,0.43203115,-0.43203115,0.34455955,1,0,6
45168,shadow_model,shadow_6,shadow_out,0,1,0.12522812,2.0776181,-2.0776181,0.12522812,0.8747719,0.3772138,-0.3772138,0.3747719,0,0,6
37730,shadow_model,shadow_6,shadow_out,0,1,0.074555695,2.5962088,-2.5962088,0.074555695,0.9254443,0.2652668,-0.2652668,0.4254443,0,0,6
28282,shadow_model,shadow_6,shadow_out,0,0,0.01614073,0.016272545,-0.016272545,0.9838593,0.9838593,0.08261299,-0.08261299,0.48385927,1,0,6
18155,shadow_model,shadow_6,shadow_out,0,0,0.0033678014,0.003373623,-0.003373623,0.9966322,0.9966322,0.022536665,-0.022536665,0.4966322,1,0,6
43748,shadow_model,shadow_6,shadow_out,0,0,0.48118657,0.6562108,-0.6562108,0.51881343,0.51881343,0.69243914,-0.69243914,0.018813431,1,0,6
16585,shadow_model,shadow_6,shadow_out,0,0,0.12981258,0.13904679,-0.13904679,0.8701874,0.8701874,0.38603032,-0.38603032,0.3701874,1,0,6
25165,shadow_model,shadow_6,shadow_out,0,0,0.0026256046,0.0026288033,-0.0026288033,0.9973744,0.9973744,0.018224642,-0.018224642,0.4973744,1,0,6
9173,shadow_model,shadow_6,shadow_out,0,0,0.17473008,0.19204473,-0.19204473,0.82526994,0.82526994,0.46330762,-0.46330762,0.32526994,1,0,6
43779,shadow_model,shadow_6,shadow_out,0,0,0.20095862,0.22434258,-0.22434258,0.7990414,0.7990414,0.5017285,-0.5017285,0.2990414,1,0,6
19286,shadow_model,shadow_6,shadow_out,0,0,0.006729609,0.006752491,-0.006752491,0.9932704,0.9932704,0.040363286,-0.040363286,0.4932704,1,0,6
8834,shadow_model,shadow_6,shadow_out,0,0,0.08723844,0.0912807,-0.0912807,0.91276157,0.91276157,0.29610157,-0.29610157,0.41276157,1,0,6
37080,shadow_model,shadow_6,shadow_out,0,1,0.448845,0.8010776,-0.8010776,0.448845,0.551155,0.68790436,-0.68790436,0.051155,0,0,6
31837,shadow_model,shadow_6,shadow_out,0,1,0.76183516,0.27202508,-0.27202508,0.76183516,0.76183516,0.5489553,-0.5489553,0.26183516,1,1,6
6374,shadow_model,shadow_6,shadow_out,0,0,0.08725524,0.09129906,-0.09129906,0.91274476,0.91274476,0.29614103,-0.29614103,0.41274476,1,0,6
43866,shadow_model,shadow_6,shadow_out,0,1,0.8417052,0.17232548,-0.17232548,0.8417052,0.8417052,0.4368314,-0.4368314,0.3417052,1,1,6
47311,shadow_model,shadow_6,shadow_out,0,0,0.46581313,0.6270095,-0.6270095,0.53418684,0.53418684,0.6908079,-0.6908079,0.03418687,1,0,6
1644,shadow_model,shadow_6,shadow_out,0,0,0.041314885,0.042192698,-0.042192698,0.9586851,0.9586851,0.17210066,-0.17210066,0.4586851,1,0,6
42517,shadow_model,shadow_6,shadow_out,0,1,0.20753834,1.5724391,-1.5724391,0.20753834,0.79246163,0.51067686,-0.51067686,0.29246166,0,0,6
37526,shadow_model,shadow_6,shadow_out,0,1,0.8009556,0.22194977,-0.22194977,0.8009556,0.8009556,0.49907482,-0.49907482,0.3009556,1,1,6
7401,shadow_model,shadow_6,shadow_out,0,0,0.026140662,0.026488304,-0.026488304,0.9738593,0.9738593,0.121059455,-0.121059455,0.47385934,1,0,6
8924,shadow_model,shadow_6,shadow_out,0,1,0.5543115,0.59002846,-0.59002846,0.5543115,0.5543115,0.6872361,-0.6872361,0.054311514,1,1,6
15635,shadow_model,shadow_6,shadow_out,0,0,0.015201992,0.015318871,-0.015318871,0.984798,0.984798,0.07872639,-0.07872639,0.484798,1,0,6
1034,shadow_model,shadow_6,shadow_out,0,0,0.06769134,0.07009125,-0.07009125,0.9323087,0.9323087,0.24762578,-0.24762578,0.43230867,1,0,6
21697,shadow_model,shadow_6,shadow_out,0,0,0.22595894,0.25613034,-0.25613034,0.77404106,0.77404106,0.5343472,-0.5343472,0.27404106,1,0,6
28231,shadow_model,shadow_6,shadow_out,0,0,0.031160703,0.031656504,-0.031656504,0.9688393,0.9688393,0.13875403,-0.13875403,0.4688393,1,0,6
17915,shadow_model,shadow_6,shadow_out,0,0,0.022574697,0.022833347,-0.022833347,0.9774253,0.9774253,0.10789697,-0.10789697,0.4774253,1,0,6
12448,shadow_model,shadow_6,shadow_out,0,0,0.12062815,0.12854731,-0.12854731,0.8793719,0.8793719,0.36817467,-0.36817467,0.37937185,1,0,6
5876,shadow_model,shadow_6,shadow_out,0,0,0.20939337,0.23495471,-0.23495471,0.7906066,0.7906066,0.5131518,-0.5131518,0.29060662,1,0,6
29714,shadow_model,shadow_6,shadow_out,0,0,0.03719918,0.037908792,-0.037908792,0.9628008,0.9628008,0.1589385,-0.1589385,0.46280083,1,0,6
8414,shadow_model,shadow_6,shadow_out,0,0,0.018796276,0.018975258,-0.018975258,0.98120373,0.98120373,0.09331672,-0.09331672,0.48120373,1,0,6
15708,shadow_model,shadow_6,shadow_out,0,1,0.65275687,0.4265505,-0.4265505,0.65275687,0.65275687,0.64572334,-0.64572334,0.15275687,1,1,6
18988,shadow_model,shadow_6,shadow_out,0,1,0.9998447,0.00015531764,-0.00015531764,0.9998447,0.9998447,0.001517553,-0.001517553,0.49984467,1,1,6
45546,shadow_model,shadow_6,shadow_out,0,1,0.33001938,1.1086037,-1.1086037,0.33001938,0.66998065,0.63419235,-0.63419235,0.16998062,0,0,6
46714,shadow_model,shadow_6,shadow_out,0,0,0.13718873,0.1475594,-0.1475594,0.86281127,0.86281127,0.3998272,-0.3998272,0.36281127,1,0,6
48046,shadow_model,shadow_6,shadow_out,0,0,0.00836026,0.008395195,-0.008395195,0.99163973,0.99163973,0.048322927,-0.048322927,0.49163973,1,0,6
4456,shadow_model,shadow_6,shadow_out,0,0,0.27935022,0.3276021,-0.3276021,0.7206498,0.7206498,0.59233856,-0.59233856,0.22064978,1,0,6
34247,shadow_model,shadow_6,shadow_out,0,0,0.5344105,0.7644509,-0.7644509,0.46558952,0.5344105,0.6907772,-0.6907772,0.034410477,0,1,6
14105,shadow_model,shadow_6,shadow_out,0,0,0.042026512,0.042935133,-0.042935133,0.9579735,0.9579735,0.17433189,-0.17433189,0.45797348,1,0,6
2600,shadow_model,shadow_6,shadow_out,0,0,0.15256178,0.16553736,-0.16553736,0.8474382,0.8474382,0.42712712,-0.42712712,0.34743822,1,0,6
18825,shadow_model,shadow_6,shadow_out,0,0,0.007116858,0.007142067,-0.007142067,0.99288315,0.99288315,0.04228639,-0.04228639,0.49288315,1,0,6
31392,shadow_model,shadow_6,shadow_out,0,0,0.50504714,0.70329267,-0.70329267,0.49495286,0.50504714,0.6930963,-0.6930963,0.0050471425,0,1,6
31290,shadow_model,shadow_6,shadow_out,0,0,0.10103154,0.1065073,-0.1065073,0.89896846,0.89896846,0.3273436,-0.3273436,0.39896846,1,0,6
5009,shadow_model,shadow_6,shadow_out,0,1,0.8675509,0.14208111,-0.14208111,0.8675509,0.8675509,0.39101595,-0.39101595,0.3675509,1,1,6
18722,shadow_model,shadow_6,shadow_out,0,0,0.048214935,0.049416065,-0.049416065,0.9517851,0.9517851,0.19322528,-0.19322528,0.45178506,1,0,6
6671,shadow_model,shadow_6,shadow_out,0,0,0.00799036,0.008022308,-0.008022308,0.99200964,0.99200964,0.046547953,-0.046547953,0.49200964,1,0,6
2650,shadow_model,shadow_6,shadow_out,0,0,0.012527812,0.012607098,-0.012607098,0.9874722,0.9874722,0.06731839,-0.06731839,0.48747218,1,0,6
12945,shadow_model,shadow_6,shadow_out,0,0,0.4289692,0.5603123,-0.5603123,0.5710308,0.5710308,0.68302226,-0.68302226,0.071030796,1,0,6
14591,shadow_model,shadow_6,shadow_out,0,0,0.65460074,1.0630541,-1.0630541,0.34539926,0.65460074,0.644552,-0.644552,0.15460074,0,1,6
25648,shadow_model,shadow_6,shadow_out,0,0,0.004080627,0.0040888786,-0.0040888786,0.99591935,0.99591935,0.026521904,-0.026521904,0.49591938,1,0,6
9783,shadow_model,shadow_6,shadow_out,0,0,0.007367705,0.0073952675,-0.0073952675,0.99263227,0.99263227,0.043520734,-0.043520734,0.4926323,1,0,6
36445,shadow_model,shadow_6,shadow_out,0,1,0.6748897,0.393206,-0.393206,0.6748897,0.6748897,0.6306616,-0.6306616,0.17488968,1,1,6
23799,shadow_model,shadow_6,shadow_out,0,0,0.13868353,0.1492933,-0.1492933,0.86131644,0.86131644,0.40256652,-0.40256652,0.36131647,1,0,6
5082,shadow_model,shadow_6,shadow_out,0,1,0.7441577,0.29550236,-0.29550236,0.7441577,0.7441577,0.56866306,-0.56866306,0.24415767,1,1,6
2416,shadow_model,shadow_6,shadow_out,0,0,0.10576402,0.11178565,-0.11178565,0.89423597,0.89423597,0.33756632,-0.33756632,0.39423597,1,0,6
6024,shadow_model,shadow_6,shadow_out,0,0,0.009002888,0.009043694,-0.009043694,0.99099714,0.99099714,0.051367708,-0.051367708,0.4909971,1,0,6
6365,shadow_model,shadow_6,shadow_out,0,0,0.07195706,0.07467723,-0.07467723,0.92804295,0.92804295,0.2586721,-0.2586721,0.42804295,1,0,6
9798,shadow_model,shadow_6,shadow_out,0,0,0.025415275,0.025743961,-0.025743961,0.9745847,0.9745847,0.11842474,-0.11842474,0.47458473,1,0,6
42417,shadow_model,shadow_6,shadow_out,0,0,0.15370925,0.16689229,-0.16689229,0.84629077,0.84629077,0.42908955,-0.42908955,0.34629077,1,0,6
3974,shadow_model,shadow_6,shadow_out,0,1,0.36746722,1.001121,-1.001121,0.36746722,0.6325328,0.65759397,-0.65759397,0.13253278,0,0,6
21396,shadow_model,shadow_6,shadow_out,0,0,0.016060103,0.016190529,-0.016190529,0.9839399,0.9839399,0.08228144,-0.08228144,0.4839399,1,0,6
44540,shadow_model,shadow_6,shadow_out,0,0,0.43312445,0.56761545,-0.56761545,0.5668756,0.5668756,0.6841756,-0.6841756,0.06687555,1,0,6
17421,shadow_model,shadow_6,shadow_out,0,0,0.0036924265,0.0036993027,-0.0036993027,0.99630755,0.99630755,0.024368644,-0.024368644,0.49630758,1,0,6
28785,shadow_model,shadow_6,shadow_out,0,1,0.0883666,2.4262612,-2.4262612,0.0883666,0.9116334,0.29874235,-0.29874235,0.4116334,0,0,6
17711,shadow_model,shadow_6,shadow_out,0,0,0.4678935,0.6309117,-0.6309117,0.5321065,0.5321065,0.69108415,-0.69108415,0.03210649,1,0,6
14749,shadow_model,shadow_6,shadow_out,0,0,0.5256082,0.74572164,-0.74572164,0.47439182,0.5256082,0.69183505,-0.69183505,0.025608182,0,1,6
15876,shadow_model,shadow_6,shadow_out,0,0,0.0011246792,0.0011253357,-0.0011253357,0.9988753,0.9988753,0.008760909,-0.008760909,0.49887532,1,0,6
16125,shadow_model,shadow_6,shadow_out,0,0,0.057412032,0.0591259,-0.0591259,0.942588,0.942588,0.21978644,-0.21978644,0.44258797,1,0,6
30265,shadow_model,shadow_6,shadow_out,0,0,0.0024312574,0.0024342537,-0.0024342537,0.9975687,0.9975687,0.017062897,-0.017062897,0.49756876,1,0,6
22681,shadow_model,shadow_6,shadow_out,0,0,0.01680765,0.016950607,-0.016950607,0.9831923,0.9831923,0.085340366,-0.085340366,0.48319235,1,0,6
13352,shadow_model,shadow_6,shadow_out,0,0,0.26306129,0.30525053,-0.30525053,0.7369387,0.7369387,0.57623464,-0.57623464,0.23693871,1,0,6
5215,shadow_model,shadow_6,shadow_out,0,0,0.30342874,0.3615852,-0.3615852,0.69657123,0.69657123,0.6137415,-0.6137415,0.19657126,1,0,6
18257,shadow_model,shadow_6,shadow_out,0,0,0.11446559,0.12156391,-0.12156391,0.8855344,0.8855344,0.35575107,-0.35575107,0.3855344,1,0,6
