train_index,audition_id,callback,shard,slice,actor_role_key
1046,AU001047,0,4,2,A001|RL0430
24944,AU024945,0,2,5,A039|RL0178
39222,AU039223,0,1,3,A064|RL0995
4309,AU004310,0,1,1,A004|RL0628
4185,AU004186,0,4,1,A004|RL0002
19286,AU019287,0,4,3,A029|RL0706
53237,AU053238,0,1,4,A089|RL0680
37304,AU037305,1,4,5,A061|RL0487
34733,AU034734,1,1,5,A057|RL0313
41649,AU041650,0,3,3,A069|RL0603
1223,AU001224,1,1,5,A001|RL1129
53602,AU053603,0,2,1,A090|RL0532
23732,AU023733,1,5,1,A037|RL0704
51477,AU051478,1,5,5,A086|RL0439
23053,AU023054,0,2,1,A036|RL0390
9859,AU009860,0,2,2,A013|RL1196
4685,AU004686,1,1,3,A004|RL0252
45694,AU045695,0,3,3,A076|RL0077
54577,AU054578,0,5,1,A091|RL0924
57424,AU057425,0,4,2,A096|RL0777
41703,AU041704,1,5,5,A069|RL0724
41534,AU041535,1,1,3,A069|RL0193
55678,AU055679,0,5,2,A093|RL0898
32829,AU032830,1,4,3,A053|RL0920
26558,AU026559,0,5,5,A042|RL0368
49721,AU049722,0,5,2,A083|RL0294
44725,AU044726,1,5,2,A074|RL0512
54900,AU054901,0,5,2,A092|RL0151
32163,AU032164,1,1,1,A052|RL0918
4404,AU004405,0,1,5,A004|RL0558
21923,AU021924,0,4,1,A034|RL0534
49583,AU049584,1,4,1,A083|RL0507
23014,AU023015,1,2,5,A036|RL0629
28122,AU028123,0,4,1,A045|RL0533
41015,AU041016,1,4,2,A068|RL0170
49607,AU049608,1,4,3,A083|RL1083
11155,AU011156,0,2,4,A016|RL1196
53332,AU053333,0,3,5,A089|RL0610
1110,AU001111,0,1,2,A001|RL0791
38146,AU038147,0,5,1,A063|RL0529
14815,AU014816,0,3,5,A022|RL1184
52468,AU052469,0,5,3,A088|RL0532
3542,AU003543,0,2,3,A002|RL0084
27371,AU027372,1,5,2,A044|RL0841
31834,AU031835,0,3,5,A051|RL0779
10929,AU010930,1,1,4,A015|RL1186
31447,AU031448,0,4,4,A051|RL0891
30281,AU030282,0,2,3,A049|RL0171
54523,AU054524,1,5,1,A091|RL0803
39385,AU039386,1,1,1,A065|RL0699
51314,AU051315,0,3,5,A086|RL0052
36961,AU036962,0,1,5,A060|RL1163
19889,AU019890,0,5,5,A030|RL0371
58637,AU058638,0,2,1,A098|RL1089
47704,AU047705,0,1,1,A079|RL0443
40141,AU040142,0,2,5,A066|RL0535
53467,AU053468,0,3,5,A090|RL0817
875,AU000876,0,1,4,A001|RL1026
9659,AU009660,0,2,5,A013|RL1188
32699,AU032700,1,3,2,A053|RL0150
34118,AU034119,0,1,3,A055|RL1067
10189,AU010190,0,1,2,A014|RL1190
33463,AU033464,1,1,2,A054|RL0154
32059,AU032060,0,3,1,A052|RL0772
20946,AU020947,0,4,2,A032|RL0825
21176,AU021177,0,5,4,A033|RL0938
11731,AU011732,0,5,3,A017|RL1196
48518,AU048519,0,4,2,A081|RL0988
48665,AU048666,0,2,2,A081|RL0991
6709,AU006710,0,1,5,A008|RL0175
2841,AU002842,1,4,4,A001|RL1162
6129,AU006130,0,1,3,A007|RL1062
30737,AU030738,0,3,3,A049|RL0540
49226,AU049227,1,3,1,A082|RL0847
42700,AU042701,0,1,3,A071|RL0961
32290,AU032291,1,2,5,A052|RL0441
5166,AU005167,0,1,2,A005|RL0514
8624,AU008625,0,1,3,A011|RL1185
20510,AU020511,0,5,4,A031|RL0468
34485,AU034486,0,5,3,A056|RL0943
45092,AU045093,0,4,5,A075|RL0412
18202,AU018203,1,4,4,A027|RL0779
16752,AU016753,1,3,2,A025|RL1177
49904,AU049905,0,3,1,A083|RL1161
47521,AU047522,0,1,3,A079|RL0751
5224,AU005225,0,5,4,A005|RL0731
19663,AU019664,0,4,2,A030|RL0822
29633,AU029634,1,2,3,A048|RL0601
50541,AU050542,1,5,3,A084|RL0491
40442,AU040443,1,2,2,A067|RL0026
18820,AU018821,1,5,1,A029|RL0097
37535,AU037536,1,5,5,A061|RL0156
34451,AU034452,0,1,4,A056|RL0127
26758,AU026759,0,4,2,A042|RL0468
28085,AU028086,1,1,3,A045|RL0820
8321,AU008322,0,3,3,A011|RL1194
14241,AU014242,0,4,5,A021|RL1186
29653,AU029654,0,1,4,A048|RL1081
4845,AU004846,0,3,5,A005|RL1035
33400,AU033401,1,5,5,A054|RL0992
21338,AU021339,1,5,5,A033|RL0126
2576,AU002577,0,3,1,A001|RL0677
52904,AU052905,0,4,1,A089|RL0913
23466,AU023467,0,3,1,A037|RL0195
45467,AU045468,1,1,4,A075|RL0012
18913,AU018914,0,3,3,A029|RL1154
44272,AU044273,1,1,5,A073|RL0898
5685,AU005686,0,2,2,A006|RL0513
21231,AU021232,0,1,4,A033|RL1083
22694,AU022695,1,4,5,A035|RL0706
1206,AU001207,0,2,5,A001|RL0721
30236,AU030237,1,1,2,A049|RL0266
2278,AU002279,0,2,3,A001|RL0599
47526,AU047527,0,5,4,A079|RL0871
41007,AU041008,1,3,4,A068|RL1153
12510,AU012511,0,2,1,A018|RL1183
1166,AU001167,0,1,3,A001|RL0960
26040,AU026041,1,2,3,A041|RL0393
51830,AU051831,1,2,5,A087|RL0003
19120,AU019121,0,5,1,A029|RL0247
43653,AU043654,0,1,1,A072|RL0825
21470,AU021471,0,3,5,A033|RL0944
4670,AU004671,0,3,1,A004|RL1067
8684,AU008685,0,2,5,A011|RL1197
59640,AU059641,1,3,1,A100|RL1061
9697,AU009698,0,5,3,A013|RL1178
28362,AU028363,0,4,1,A045|RL0418
5797,AU005798,0,4,4,A006|RL0851
18487,AU018488,0,5,5,A028|RL1037
14303,AU014304,0,1,1,A021|RL1200
1935,AU001936,0,3,2,A001|RL0592
48965,AU048966,0,4,3,A082|RL0458
50987,AU050988,0,1,4,A085|RL1112
38758,AU038759,1,4,1,A064|RL0434
51932,AU051933,0,1,4,A087|RL0101
15975,AU015976,1,4,5,A024|RL1192
48375,AU048376,1,3,2,A081|RL1081
18889,AU018890,0,3,2,A029|RL0578
36154,AU036155,0,5,2,A059|RL0103
25004,AU025005,1,2,2,A039|RL0443
28251,AU028252,0,1,2,A045|RL0104
1396,AU001397,0,1,2,A001|RL0581
38526,AU038527,0,4,5,A063|RL0249
13926,AU013927,0,4,3,A020|RL1183
31037,AU031038,0,3,1,A050|RL1158
47274,AU047275,0,1,1,A079|RL0698
11589,AU011590,0,5,2,A016|RL1198
2005,AU002006,0,3,3,A001|RL1097
17465,AU017466,0,5,1,A026|RL0248
9736,AU009737,1,4,4,A013|RL1193
8104,AU008105,0,2,3,A010|RL0516
27605,AU027606,1,3,5,A044|RL0582
20457,AU020458,1,1,4,A031|RL0371
10780,AU010781,0,4,2,A015|RL1181
441,AU000442,0,3,2,A001|RL0010
9621,AU009622,0,4,5,A013|RL1198
48897,AU048898,0,5,2,A082|RL0001
8142,AU008143,0,2,1,A011|RL1183
53582,AU053583,1,3,4,A090|RL0052
30991,AU030992,0,5,1,A050|RL0054
18400,AU018401,1,2,1,A028|RL0124
31324,AU031325,0,1,5,A051|RL0289
30613,AU030614,0,3,5,A049|RL1089
27379,AU027380,0,4,3,A044|RL1033
19204,AU019205,0,2,4,A029|RL1088
33755,AU033756,1,3,1,A055|RL0580
17891,AU017892,1,1,3,A027|RL0365
43019,AU043020,0,4,4,A071|RL0392
55307,AU055308,0,3,2,A093|RL0219
50951,AU050952,0,5,3,A085|RL0248
52858,AU052859,0,1,2,A088|RL0492
57956,AU057957,0,2,5,A097|RL0320
33472,AU033473,1,5,4,A054|RL0370
15428,AU015429,0,1,1,A023|RL1197
17510,AU017511,1,1,1,A026|RL0153
30380,AU030381,1,4,2,A049|RL0197
43967,AU043968,1,4,1,A073|RL0628
55941,AU055942,0,1,3,A094|RL1035
28103,AU028104,1,2,3,A045|RL0077
54385,AU054386,1,4,3,A091|RL1016
53471,AU053472,0,2,1,A090|RL0913
21164,AU021165,0,5,4,A033|RL0650
33979,AU033980,1,4,4,A055|RL0081
39122,AU039123,1,4,2,A064|RL0945
30551,AU030552,1,2,2,A049|RL0776
23763,AU023764,1,1,1,A037|RL0273
55667,AU055668,0,4,3,A093|RL0634
38111,AU038112,1,5,4,A062|RL0372
53961,AU053962,1,1,4,A090|RL0923
17706,AU017707,0,4,5,A027|RL0625
18247,AU018248,0,3,1,A027|RL0684
59358,AU059359,1,1,2,A099|RL0468
13129,AU013130,1,1,1,A019|RL1178
4563,AU004564,1,5,1,A004|RL0849
50583,AU050584,1,3,5,A084|RL0324
21606,AU021607,0,1,3,A033|RL0683
49516,AU049517,0,3,5,A083|RL0074
43974,AU043975,0,4,4,A073|RL0796
24640,AU024641,0,1,5,A039|RL1107
54994,AU054995,0,4,3,A092|RL0057
26744,AU026745,1,2,5,A042|RL0132
35125,AU035126,1,4,5,A057|RL0321
22000,AU022001,0,1,5,A034|RL0032
19922,AU019923,1,1,1,A030|RL1163
49258,AU049259,1,4,3,A082|RL0440
14512,AU014513,1,2,5,A021|RL1193
5597,AU005598,0,1,2,A006|RL0751
47735,AU047736,1,4,5,A079|RL0012
33783,AU033784,1,3,3,A055|RL0077
9299,AU009300,0,1,4,A012|RL1188
31597,AU031598,0,4,4,A051|RL0966
49856,AU049857,0,3,2,A083|RL0009
27331,AU027332,1,5,3,A043|RL0588
43374,AU043375,0,1,1,A072|RL0004
30907,AU030908,0,3,5,A050|RL0388
15451,AU015452,0,2,4,A023|RL1196
25617,AU025618,0,2,4,A040|RL0348
38024,AU038025,1,5,1,A062|RL0634
46882,AU046883,0,5,1,A078|RL0198
3674,AU003675,1,1,3,A003|RL0195
6950,AU006951,0,2,2,A008|RL0084
29611,AU029612,1,2,1,A048|RL0073
48668,AU048669,1,1,1,A081|RL1063
21471,AU021472,1,1,3,A033|RL0968
44784,AU044785,0,3,4,A074|RL0753
5199,AU005200,0,1,5,A005|RL0131
27904,AU027905,1,3,1,A045|RL0001
29656,AU029657,0,2,5,A048|RL1153
34085,AU034086,0,4,5,A055|RL0275
17204,AU017205,0,4,1,A026|RL1034
51556,AU051557,1,3,4,A086|RL1160
25492,AU025493,0,4,2,A040|RL0873
39526,AU039527,1,1,5,A065|RL0558
12844,AU012845,0,2,2,A018|RL1181
42640,AU042641,1,2,4,A070|RL0204
19984,AU019985,0,1,5,A031|RL0769
12063,AU012064,0,2,2,A017|RL1192
55344,AU055345,1,2,3,A093|RL1107
1612,AU001613,0,3,1,A001|RL1065
45529,AU045530,0,1,1,A076|RL0817
50010,AU050011,1,4,1,A083|RL0180
49942,AU049943,0,4,2,A083|RL0898
5038,AU005039,1,2,1,A005|RL0967
18965,AU018966,0,4,1,A029|RL0052
30897,AU030898,0,4,5,A050|RL0148
46571,AU046572,1,2,5,A077|RL0467
37765,AU037766,0,1,2,A062|RL0293
15346,AU015347,0,1,5,A023|RL1187
12818,AU012819,1,5,4,A018|RL1179
11605,AU011606,1,5,5,A016|RL1190
14737,AU014738,0,2,1,A022|RL1178
53131,AU053132,0,4,1,A089|RL0486
25014,AU025015,0,4,5,A039|RL0683
31141,AU031142,0,3,5,A050|RL0129
6437,AU006438,1,4,5,A008|RL0697
5706,AU005707,1,2,2,A006|RL1017
40151,AU040152,0,4,4,A066|RL0775
48794,AU048795,0,5,4,A081|RL0562
58606,AU058607,0,3,3,A098|RL0345
7586,AU007587,1,2,5,A010|RL1009
15083,AU015084,0,1,4,A022|RL1188
29528,AU029529,0,4,2,A047|RL1138
16325,AU016326,0,3,2,A024|RL1182
10206,AU010207,0,1,4,A014|RL1183
55233,AU055234,0,4,3,A093|RL0793
28469,AU028470,0,5,1,A045|RL0636
6506,AU006507,1,4,4,A008|RL0003
30599,AU030600,0,3,2,A049|RL0753
35346,AU035347,0,2,2,A058|RL0218
26521,AU026522,1,2,1,A042|RL0655
8148,AU008149,0,1,4,A011|RL1189
17562,AU017563,0,4,4,A026|RL0226
37147,AU037148,1,2,4,A061|RL0244
10697,AU010698,0,1,4,A015|RL1194
18367,AU018368,1,4,5,A028|RL0507
50153,AU050154,0,5,4,A084|RL0579
57535,AU057536,0,5,1,A096|RL1091
20359,AU020360,0,1,2,A031|RL0369
8109,AU008110,1,1,3,A010|RL0636
495,AU000496,0,3,1,A001|RL0131
53302,AU053303,0,2,5,A089|RL1065
1787,AU001788,0,2,3,A001|RL0565
47833,AU047834,1,3,3,A080|RL0506
16536,AU016537,1,5,3,A025|RL1177
20877,AU020878,0,2,4,A032|RL0344
6617,AU006618,0,4,5,A008|RL0317
59120,AU059121,0,3,5,A099|RL0631
24203,AU024204,0,1,1,A038|RL0726
59902,AU059903,1,3,4,A100|RL0299
58500,AU058501,0,4,1,A098|RL0151
41235,AU041236,0,1,1,A068|RL0750
19264,AU019265,0,4,2,A029|RL0178
33283,AU033284,1,4,3,A054|RL0534
27174,AU027175,0,2,4,A043|RL0345
1363,AU001364,1,1,3,A001|RL0964
35119,AU035120,0,3,2,A057|RL0177
42998,AU042999,0,2,2,A071|RL1063
53326,AU053327,0,5,4,A089|RL0466
27173,AU027174,1,4,4,A043|RL0321
42732,AU042733,1,2,2,A071|RL0554
18294,AU018295,0,2,5,A028|RL1105
13113,AU013114,0,1,1,A019|RL1186
33790,AU033791,0,2,2,A055|RL0245
36079,AU036080,0,5,2,A059|RL0653
40040,AU040041,0,1,4,A066|RL0461
24786,AU024787,0,1,5,A039|RL1086
29484,AU029485,0,1,2,A047|RL0082
234,AU000235,0,4,5,A001|RL0917
24615,AU024616,0,5,3,A039|RL0507
58058,AU058059,0,3,5,A097|RL0418
16195,AU016196,1,2,5,A024|RL1196
32727,AU032728,0,1,2,A053|RL0822
36159,AU036160,1,3,3,A059|RL0223
8597,AU008598,0,2,5,A011|RL1182
34875,AU034876,1,3,2,A057|RL0196
25008,AU025009,0,2,3,A039|RL0539
49986,AU049987,1,4,2,A083|RL0779
30250,AU030251,0,2,4,A049|RL0602
37239,AU037240,1,3,2,A061|RL0102
13392,AU013393,1,3,3,A019|RL1177
3252,AU003253,1,3,5,A002|RL0174
10151,AU010152,0,5,4,A014|RL1200
53461,AU053462,1,2,5,A090|RL0673
34689,AU034690,1,3,1,A056|RL1139
29696,AU029697,1,5,1,A048|RL0938
30847,AU030848,1,4,2,A050|RL0123
7226,AU007227,0,3,5,A009|RL0126
38517,AU038518,1,3,4,A063|RL0033
31618,AU031619,0,2,3,A051|RL0295
6026,AU006027,1,5,1,A007|RL0940
40975,AU040976,0,4,5,A068|RL0385
14541,AU014542,0,1,5,A021|RL1198
3386,AU003387,0,3,5,A002|RL1040
47700,AU047701,0,4,2,A079|RL0347
45774,AU045775,1,4,4,A076|RL0822
10750,AU010751,0,5,1,A015|RL1199
12681,AU012682,1,4,2,A018|RL1186
8959,AU008960,0,3,3,A012|RL1184
27475,AU027476,1,1,1,A044|RL0987
41019,AU041020,0,1,4,A068|RL0266
11261,AU011262,1,2,2,A016|RL1182
37718,AU037719,0,5,3,A062|RL0340
50424,AU050425,0,3,3,A084|RL0033
32594,AU032595,0,5,4,A053|RL1155
17595,AU017596,1,1,1,A026|RL1018
47913,AU047914,1,3,1,A080|RL0076
34589,AU034590,0,4,3,A056|RL1089
18798,AU018799,1,1,2,A028|RL0276
9295,AU009296,0,3,1,A012|RL1184
27440,AU027441,0,4,2,A044|RL0147
47677,AU047678,1,1,5,A079|RL0970
8830,AU008831,0,2,5,A012|RL1199
13074,AU013075,0,4,2,A019|RL1195
56541,AU056542,0,3,2,A095|RL1035
23086,AU023087,1,1,2,A036|RL0007
29910,AU029911,1,4,3,A048|RL0199
36495,AU036496,1,3,2,A060|RL0554
41319,AU041320,1,4,1,A068|RL0416
21015,AU021016,0,3,1,A032|RL0131
13045,AU013046,0,2,1,A019|RL1190
43627,AU043628,1,5,3,A072|RL0201
24195,AU024196,1,1,2,A038|RL0534
6137,AU006138,1,1,1,A007|RL0079
36592,AU036593,1,4,1,A060|RL0532
53077,AU053078,0,5,2,A089|RL0365
57826,AU057827,0,4,1,A097|RL0725
39439,AU039440,0,2,4,A065|RL0820
17603,AU017604,0,1,1,A026|RL0035
59207,AU059208,0,3,5,A099|RL0369
58168,AU058169,0,5,2,A097|RL0708
36785,AU036786,0,4,1,A060|RL0464
17404,AU017405,1,4,5,A026|RL1134
20181,AU020182,0,1,5,A031|RL0797
13336,AU013337,0,3,1,A019|RL1193
16720,AU016721,1,2,4,A025|RL1193
25739,AU025740,0,5,1,A041|RL0219
38879,AU038880,0,1,5,A064|RL0988
42114,AU042115,0,4,5,A070|RL0505
48538,AU048539,0,3,3,A081|RL0293
17907,AU017908,0,2,1,A027|RL0749
1228,AU001229,1,4,5,A001|RL0074
26252,AU026253,0,3,5,A042|RL0074
30838,AU030839,1,5,4,A050|RL1082
59161,AU059162,0,2,3,A099|RL0440
24267,AU024268,1,1,4,A038|RL1087
5785,AU005786,0,5,3,A006|RL0563
51154,AU051155,1,5,3,A085|RL0420
385,AU000386,0,3,1,A001|RL1016
43603,AU043604,1,5,4,A072|RL0800
5549,AU005550,0,3,1,A006|RL0774
1610,AU001611,0,5,2,A001|RL1017
41355,AU041356,1,3,4,A068|RL0105
11733,AU011734,0,1,3,A017|RL1198
39683,AU039684,0,3,5,A065|RL0801
4842,AU004843,1,3,1,A005|RL0963
18695,AU018696,0,3,5,A028|RL0154
8252,AU008253,0,3,4,A011|RL1197
47349,AU047350,1,2,4,A079|RL0148
20446,AU020447,0,2,3,A031|RL0107
22836,AU022837,0,3,4,A036|RL1057
32894,AU032895,1,4,5,A053|RL0130
36660,AU036661,0,4,5,A060|RL0989
38590,AU038591,1,2,4,A063|RL0610
12507,AU012508,0,1,3,A018|RL1180
11925,AU011926,0,1,4,A017|RL1198
36243,AU036244,0,2,1,A059|RL1064
54689,AU054690,0,4,3,A092|RL0962
6122,AU006123,0,2,1,A007|RL0894
6449,AU006450,1,3,1,A008|RL0985
29255,AU029256,1,3,1,A047|RL0461
26864,AU026865,1,5,4,A043|RL1130
208,AU000209,1,5,1,A001|RL0293
59273,AU059274,0,3,1,A099|RL0778
2565,AU002566,0,1,3,A001|RL0413
10816,AU010817,1,4,3,A015|RL1193
29274,AU029275,0,5,3,A047|RL0917
4095,AU004096,1,3,1,A003|RL0899
15642,AU015643,1,2,3,A023|RL1195
26686,AU026687,0,5,4,A042|RL1090
3567,AU003568,1,4,5,A002|RL0684
28948,AU028949,0,4,5,A046|RL0850
13525,AU013526,1,4,1,A020|RL1190
54435,AU054436,0,3,3,A091|RL1041
49113,AU049114,1,2,4,A082|RL0485
56414,AU056415,0,5,5,A095|RL0337
17401,AU017402,1,4,3,A026|RL1062
58023,AU058024,0,4,1,A097|RL0753
12243,AU012244,0,5,4,A017|RL1180
54980,AU054981,0,4,3,A092|RL0896
19713,AU019714,0,5,4,A030|RL0847
5732,AU005733,0,4,3,A006|RL0466
33749,AU033750,0,2,5,A055|RL0436
31466,AU031467,0,5,2,A051|RL0172
2630,AU002631,0,1,5,A001|RL0798
59745,AU059746,0,5,5,A100|RL0056
43845,AU043846,0,2,5,A073|RL0050
24458,AU024459,0,4,1,A038|RL0971
51618,AU051619,0,3,3,A086|RL0298
50501,AU050502,0,2,5,A084|RL0706
28016,AU028017,0,2,5,A045|RL0339
59139,AU059140,0,2,1,A099|RL1087
4115,AU004116,1,5,2,A003|RL0204
18983,AU018984,0,3,5,A029|RL0484
55109,AU055110,1,1,3,A092|RL0467
4042,AU004043,0,5,1,A003|RL0802
40985,AU040986,0,2,5,A068|RL0625
52670,AU052671,0,3,3,A088|RL0680
37586,AU037587,0,5,3,A062|RL0697
35527,AU035528,0,3,2,A058|RL1037
45385,AU045386,0,2,1,A075|RL0394
43070,AU043071,1,1,1,A071|RL0441
14495,AU014496,1,2,3,A021|RL1200
56011,AU056012,1,3,4,A094|RL0365
42343,AU042344,1,4,5,A070|RL0126
15496,AU015497,0,5,5,A023|RL1193
59181,AU059182,0,1,2,A099|RL0920
5972,AU005973,1,3,3,A007|RL0819
21612,AU021613,0,1,1,A033|RL0827
4713,AU004714,1,1,2,A005|RL0217
39766,AU039767,0,2,3,A065|RL0443
15344,AU015345,0,5,1,A023|RL1185
38832,AU038833,0,2,3,A064|RL1035
12526,AU012527,0,4,2,A018|RL1199
7750,AU007751,1,2,4,A010|RL0245
43738,AU043739,0,4,3,A072|RL0515
16107,AU016108,0,5,1,A024|RL1180
34216,AU034217,0,2,2,A056|RL0362
9427,AU009428,0,5,5,A013|RL1196
53980,AU053981,1,2,4,A090|RL0204
13455,AU013456,1,2,2,A019|RL1192
36847,AU036848,0,3,4,A060|RL0777
17699,AU017700,0,3,4,A027|RL0457
59763,AU059764,0,5,3,A100|RL0488
3465,AU003466,0,3,5,A002|RL0586
44560,AU044561,0,2,1,A074|RL0077
24569,AU024570,0,4,5,A039|RL0578
24562,AU024563,0,4,4,A039|RL0410
4323,AU004324,0,2,3,A004|RL0964
26255,AU026256,0,4,3,A042|RL0146
38846,AU038847,1,2,5,A064|RL0196
41538,AU041539,0,2,2,A069|RL0289
49755,AU049756,1,1,2,A083|RL1110
18944,AU018945,0,2,5,A029|RL0723
38130,AU038131,1,5,5,A063|RL0145
28228,AU028229,0,5,4,A045|RL0727
18895,AU018896,0,4,4,A029|RL0722
38177,AU038178,1,3,5,A063|RL0098
58102,AU058103,0,4,1,A097|RL0299
15692,AU015693,0,3,4,A023|RL1197
37141,AU037142,0,2,5,A061|RL0100
44602,AU044603,0,4,2,A074|RL1085
24489,AU024490,1,5,5,A038|RL0540
16250,AU016251,0,3,2,A024|RL1179
25445,AU025446,0,4,1,A040|RL0920
23497,AU023498,0,4,2,A037|RL0939
52978,AU052979,0,4,4,A089|RL0339
17437,AU017438,0,1,5,A026|RL0751
6599,AU006600,0,2,5,A008|RL1060
47241,AU047242,0,1,5,A079|RL1081
21113,AU021114,0,5,3,A033|RL0601
59699,AU059700,1,5,4,A100|RL0127
4645,AU004646,0,5,4,A004|RL0467
29824,AU029825,0,2,3,A048|RL0485
12158,AU012159,0,5,4,A017|RL1191
15305,AU015306,0,4,4,A022|RL1194
49763,AU049764,0,4,3,A083|RL0127
32160,AU032161,1,3,1,A052|RL0846
59784,AU059785,0,2,4,A100|RL0992
46087,AU046088,1,2,1,A077|RL0601
59297,AU059298,1,3,5,A099|RL0179
42828,AU042829,0,3,3,A071|RL0508
53287,AU053288,0,2,5,A089|RL0705
9556,AU009557,0,3,2,A013|RL1181
32811,AU032812,0,5,4,A053|RL0488
20602,AU020603,1,1,2,A032|RL0794
43483,AU043484,0,2,2,A072|RL0270
17319,AU017320,1,1,4,A026|RL0269
57744,AU057745,1,4,1,A097|RL1107
13160,AU013161,0,4,5,A019|RL1185
21251,AU021252,0,3,5,A033|RL0388
57813,AU057814,0,2,4,A097|RL0413
56507,AU056508,1,2,2,A095|RL0219
56045,AU056046,0,4,1,A094|RL0006
16576,AU016577,0,5,1,A025|RL1193
16470,AU016471,0,1,1,A024|RL1183
30217,AU030218,1,2,4,A049|RL0985
1450,AU001451,0,2,2,A001|RL0702
30507,AU030508,0,4,3,A049|RL0895
25975,AU025976,0,4,2,A041|RL0008
12489,AU012490,0,5,3,A018|RL1186
30307,AU030308,1,5,4,A049|RL0795
17825,AU017826,1,1,5,A027|RL1131
27465,AU027466,1,4,1,A044|RL0747
26651,AU026652,0,1,1,A042|RL0250
29603,AU029604,1,3,5,A047|RL0588
46354,AU046355,1,2,1,A077|RL1134
21502,AU021503,1,3,2,A033|RL0537
13194,AU013195,0,4,3,A019|RL1195
31603,AU031604,0,2,3,A051|RL1110
19000,AU019001,0,3,2,A029|RL0892
7350,AU007351,0,5,4,A009|RL0752
2913,AU002914,1,4,4,A001|RL0540
34891,AU034892,1,4,5,A057|RL0580
50699,AU050700,0,5,1,A085|RL0075
15629,AU015630,0,5,3,A023|RL1182
29245,AU029246,1,1,1,A047|RL0221
16138,AU016139,0,4,4,A024|RL1187
26408,AU026409,0,3,1,A042|RL0293
55176,AU055177,0,3,2,A092|RL0900
26846,AU026847,0,2,4,A043|RL0698
8885,AU008886,0,2,2,A012|RL1182
32151,AU032152,1,4,2,A052|RL0630
49176,AU049177,0,3,5,A082|RL0822
24674,AU024675,1,4,2,A039|RL0748
46326,AU046327,1,2,4,A077|RL0462
35501,AU035502,0,2,5,A058|RL0413
14883,AU014884,0,3,1,A022|RL1180
34976,AU034977,0,1,5,A057|RL0270
10883,AU010884,1,3,2,A015|RL1188
40825,AU040826,0,1,3,A067|RL0993
46212,AU046213,0,2,3,A077|RL0076
44366,AU044367,0,5,4,A074|RL0121
31857,AU031858,0,2,2,A051|RL0156
31325,AU031326,0,5,4,A051|RL0313
8024,AU008025,0,5,4,A010|RL0946
9467,AU009468,0,4,4,A013|RL1188
35051,AU035052,1,2,3,A057|RL0895
4966,AU004967,0,5,2,A005|RL0414
40551,AU040552,0,1,5,A067|RL0292
30265,AU030266,0,5,5,A049|RL0962
40958,AU040959,0,3,3,A067|RL0660
52224,AU052225,0,4,3,A087|RL0059
52094,AU052095,0,2,4,A087|RL0464
31748,AU031749,1,2,5,A051|RL1065
47486,AU047487,0,1,3,A079|RL1086
11580,AU011581,0,3,4,A016|RL1189
23465,AU023466,0,5,1,A037|RL0171
30646,AU030647,1,2,5,A049|RL0706
22645,AU022646,0,4,3,A035|RL0705
32311,AU032312,0,5,3,A052|RL0945
45928,AU045929,1,1,5,A076|RL0993
43406,AU043407,0,3,2,A072|RL0772
42966,AU042967,1,4,2,A071|RL0295
47553,AU047554,0,1,4,A079|RL0344
54799,AU054800,1,2,5,A092|RL0077
58921,AU058922,1,1,1,A099|RL0555
49907,AU049908,0,3,4,A083|RL0058
13334,AU013335,0,2,1,A019|RL1191
7190,AU007191,1,4,3,A009|RL0437
23766,AU023767,1,4,2,A037|RL0345
42503,AU042504,0,2,4,A070|RL0441
1530,AU001531,0,3,1,A001|RL0272
59385,AU059386,0,3,2,A099|RL1116
57543,AU057544,0,2,4,A096|RL0108
45345,AU045346,0,1,1,A075|RL0609
50811,AU050812,1,4,2,A085|RL0413
46378,AU046379,1,3,3,A077|RL0535
2747,AU002748,0,1,1,A001|RL0081
51413,AU051414,1,2,5,A086|RL0078
35169,AU035170,1,1,1,A057|RL0202
50821,AU050822,1,4,4,A085|RL0653
30538,AU030539,0,1,1,A049|RL0464
129,AU000130,0,4,2,A001|RL0747
4882,AU004883,0,5,5,A005|RL0748
37741,AU037742,1,5,5,A062|RL0892
45372,AU045373,0,3,2,A075|RL0082
15651,AU015652,1,2,3,A023|RL1180
18618,AU018619,1,3,1,A028|RL0656
54657,AU054658,0,4,3,A092|RL0194
8748,AU008749,0,3,3,A012|RL1189
7214,AU007215,1,1,2,A009|RL1013
21596,AU021597,1,2,5,A033|RL0443
39538,AU039539,1,1,3,A065|RL0846
44648,AU044649,1,4,3,A074|RL1014
35065,AU035066,1,3,4,A057|RL0056
14779,AU014780,1,3,3,A022|RL1196
30960,AU030961,0,5,3,A050|RL0485
20465,AU020466,0,3,3,A031|RL0563
2121,AU002122,1,3,4,A001|RL0356
28976,AU028977,1,2,2,A046|RL0347
26573,AU026574,1,3,4,A042|RL0728
43773,AU043774,1,4,5,A072|RL0180
15953,AU015954,1,2,2,A024|RL1194
44729,AU044730,1,3,4,A074|RL0608
14293,AU014294,1,1,3,A021|RL1190
34705,AU034706,0,4,4,A056|RL0348
50974,AU050975,1,5,5,A085|RL0800
24132,AU024133,1,2,1,A038|RL0197
48184,AU048185,1,5,5,A080|RL0705
21730,AU021731,1,3,5,A034|RL0602
47459,AU047460,0,2,5,A079|RL0438
47853,AU047854,1,5,3,A080|RL0986
37758,AU037759,1,1,4,A062|RL0125
33619,AU033620,1,4,4,A055|RL0841
31049,AU031050,0,3,1,A050|RL0271
